%% logfile from robot Silke (54)
% log is empty
% Silke (54)
%  1    time 2.003 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: 0.0305176 -2.2583 2.2583
%  9 10 Motor velocity ref left, right: 0.0338 0.0342
% 11 12 Wheel velocity [m/s] left, right: 0.0181 0.0125
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: 0.0355435 -3.92846e-05 0.00259112 -0.0107826
% 17 .. 37 Edge sensor: left 0.000000 0, right 0.000000 0, values 553 609 699 694 703 717 729 564, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
2.483 2 1 1 0 -0.091553 10.009766 -2.746582 0.1638 0.1558 0.1619 0.1349 0.0651 -0.0000 0.000000 -0.002929 0.0000 0 0.0000 0  583 624 698 691 695 721 720 552  1 1 0 0 0 0 0 0 0 
2.488 2 1 1 0 -1.586914 7.354736 -1.983643 0.1602 0.1562 0.1394 0.1193 0.0659 -0.0000 0.000000 -0.003611 0.0000 0 0.0000 0  558 629 701 681 692 721 721 549  1 1 0 0 0 0 0 0 0 
2.493 2 1 1 0 -1.403809 3.906250 -1.831055 0.1640 0.1636 0.1663 0.1486 0.0667 -0.0000 0.000000 -0.003948 0.0000 0 0.0000 0  566 626 731 693 696 747 710 548  1 1 0 0 0 0 0 0 0 
2.498 2 1 1 0 -1.525879 3.387451 -3.723145 0.1671 0.1603 0.1434 0.1502 0.0673 -0.0000 0.002591 -0.004037 0.0000 0 0.0000 0  543 622 690 674 696 690 710 541  1 1 0 0 0 0 0 0 0 
2.503 2 1 1 0 -2.044678 3.997803 -8.392334 0.1629 0.1601 0.1506 0.1394 0.0681 -0.0000 0.002591 -0.004122 0.0000 0 0.0000 0  559 619 728 691 688 717 714 545  1 1 0 0 0 0 0 0 0 
2.508 2 1 1 0 -0.976562 5.035400 -5.249023 0.1553 0.1597 0.1398 0.1341 0.0687 -0.0000 0.000000 -0.004788 0.0000 0 0.0000 0  533 618 692 680 683 702 712 541  1 1 0 0 0 0 0 0 0 
2.513 2 1 1 0 -1.495361 3.417969 -4.486084 0.1570 0.1608 0.1257 0.1566 0.0695 -0.0000 0.000000 -0.005073 0.0000 0 0.0000 0  557 612 708 681 688 690 699 539  1 1 0 0 0 0 0 0 0 
2.518 2 1 1 0 -0.213623 -1.037598 -3.967285 0.1704 0.1604 0.1329 0.1743 0.0701 0.0000 0.002591 -0.004991 0.0000 0 0.0000 0  559 606 676 680 687 679 705 538  1 1 0 0 0 0 0 0 0 
2.523 2 1 1 0 -0.579834 4.058838 -4.272461 0.1600 0.1440 0.1619 0.1530 0.0709 0.0000 0.002591 -0.005200 0.0000 0 0.0000 0  543 610 696 680 685 715 700 535  1 1 0 0 0 0 0 0 0 
2.528 2 1 1 0 -2.929688 6.317139 -0.610352 0.1482 0.1262 0.1161 0.1261 0.0717 0.0000 0.002591 -0.005934 0.0000 0 0.0000 0  547 608 704 682 686 746 696 534  1 1 0 0 0 0 0 0 0 
2.533 2 1 1 0 -1.983643 2.166748 -0.457764 0.1491 0.1221 0.1197 0.0992 0.0721 0.0000 0.002591 -0.006229 0.0000 0 0.0000 0  532 608 699 666 687 714 704 535  1 1 0 0 0 0 0 0 0 
2.538 2 1 1 0 -1.983643 -0.366211 -0.305176 0.1452 0.1302 0.1309 0.1008 0.0727 0.0000 0.000000 -0.006165 0.0000 0 0.0000 0  518 600 679 684 683 703 716 542  1 1 0 0 0 0 0 0 0 
2.543 2 1 1 0 -0.244141 -5.340576 0.427246 0.1552 0.1362 0.1470 0.1349 0.0735 0.0000 0.000000 -0.005799 0.0000 0 0.0000 0  545 595 681 685 681 703 710 541  1 1 0 0 0 0 0 0 0 
2.548 2 1 1 0 -0.946045 -7.995605 0.671387 0.1585 0.1585 0.1538 0.1502 0.0743 0.0000 0.000000 -0.005147 0.0000 0 0.0000 0  525 594 677 658 684 707 710 542  1 1 0 0 0 0 0 0 0 
2.553 2 1 1 0 -1.617432 -10.253906 2.716064 0.1666 0.1695 0.1353 0.1329 0.0747 0.0000 0.000000 -0.004225 0.0000 0 0.0000 0  491 594 674 670 689 697 722 542  1 1 0 0 0 0 0 0 0 
2.558 2 1 1 0 -0.762939 -10.650635 5.126953 0.1715 0.1715 0.1217 0.1474 0.0755 0.0000 0.000000 -0.003490 0.0000 0 0.0000 0  522 582 677 681 682 701 726 547  1 1 0 0 0 0 0 0 0 
2.563 2 1 1 0 0.183105 -4.577637 1.647949 0.1646 0.1566 0.1269 0.1313 0.0761 0.0000 0.002591 -0.002813 0.0000 0 0.0000 0  532 583 674 668 689 714 719 547  1 1 0 0 0 0 0 0 0 
2.568 2 1 1 0 -0.488281 -1.892090 -1.281738 0.1620 0.1520 0.1442 0.1249 0.0769 0.0000 0.002591 -0.002426 0.0000 0 0.0000 0  520 575 672 698 686 711 734 551  1 1 0 0 0 0 0 0 0 
2.573 2 1 1 0 -1.373291 2.563477 0.091553 0.1502 0.1402 0.1269 0.1366 0.0775 0.0000 0.000000 -0.002669 0.0000 0 0.0000 0  496 572 670 664 688 707 732 556  1 1 0 0 0 0 0 0 0 
2.578 2 1 1 0 -0.366211 0.244141 2.563477 0.1517 0.1337 0.1245 0.1297 0.0781 0.0000 0.002591 -0.002944 0.0000 0 0.0000 0  503 578 667 702 690 710 750 558  1 1 0 0 0 0 0 0 0 
2.583 2 1 1 0 0.152588 -3.662109 1.525879 0.1527 0.1387 0.1088 0.1153 0.0787 0.0000 0.000000 -0.002618 0.0000 0 0.0000 0  524 573 663 681 692 710 745 555  1 1 0 0 0 0 0 0 0 
2.588 2 1 1 0 -0.030518 -5.950928 2.655029 0.1603 0.1383 0.1265 0.1337 0.0793 0.0000 0.002591 -0.002097 0.0000 0 0.0000 0  513 568 663 654 691 717 705 557  1 1 0 0 0 0 0 0 0 
2.593 2 1 1 0 -1.068115 -9.063721 4.150391 0.1685 0.1420 0.1426 0.1422 0.0801 0.0000 0.002591 -0.001349 0.0000 0 0.0000 0  499 571 671 668 693 718 727 564  1 1 0 0 0 0 0 0 0 
2.598 2 1 1 0 -0.427246 -4.516602 5.462646 0.1597 0.1390 0.1313 0.1141 0.0807 0.0000 0.000000 -0.000935 0.0000 0 0.0000 0  496 569 664 646 692 719 746 560  1 1 0 0 0 0 0 0 0 
2.603 2 1 1 0 -0.335693 -8.117676 2.197266 0.1620 0.1489 0.1293 0.0876 0.0811 0.0000 0.000000 -0.000250 0.0000 0 0.0000 0  497 585 660 674 698 718 713 561  1 1 0 0 0 0 0 0 0 
2.608 2 1 1 0 0.762939 -8.087158 4.730225 0.1645 0.1685 0.1578 0.0932 0.0819 0.0000 0.000000 0.000421 0.0000 0 0.0000 0  497 563 662 686 695 724 760 566  1 1 0 0 0 0 0 0 0 
2.613 2 1 1 0 -0.610352 -14.923096 5.126953 0.1882 0.1912 0.1305 0.1735 0.0827 0.0000 0.000000 0.001804 0.0000 0 0.0000 0  501 570 665 642 708 728 730 572  1 1 0 0 0 0 0 0 0 
2.618 2 1 1 0 0.915527 -7.690430 6.011963 0.1843 0.1821 0.1345 0.1578 0.0833 0.0000 0.002591 0.002490 0.0000 0 0.0000 0  494 567 672 681 706 728 757 572  1 1 0 0 0 0 0 0 0 
2.623 2 1 1 0 -1.129150 1.770020 -4.913330 0.1709 0.1707 0.1414 0.1265 0.0839 0.0000 0.000000 0.003030 0.0000 0 0.0000 0  502 576 667 688 702 725 741 575  1 1 0 0 0 0 0 0 0 
2.628 2 1 1 0 -1.281738 3.479004 -4.547119 0.1657 0.1634 0.1370 0.1161 0.0847 0.0000 0.000000 0.002528 0.0000 0 0.0000 0  494 591 668 663 703 730 748 562  1 1 0 0 0 0 0 0 0 
2.633 2 1 1 0 0.183105 1.525879 -0.762939 0.1704 0.1661 0.1161 0.1663 0.0853 0.0000 0.002591 0.002321 0.0000 0 0.0000 0  503 571 666 682 703 725 730 564  1 1 0 0 0 0 0 0 0 
2.638 2 1 1 0 1.037598 -5.004883 -2.380371 0.1861 0.1797 0.1530 0.1884 0.0861 0.0000 0.002591 0.002645 0.0000 0 0.0000 0  505 571 660 692 715 727 746 563  1 1 0 0 0 0 0 0 0 
2.643 2 1 1 0 1.556396 3.143311 -2.502441 0.1745 0.1622 0.1305 0.1699 0.0870 0.0000 0.002591 0.002650 0.0000 0 0.0000 0  493 612 661 680 720 729 760 556  1 1 0 0 0 0 0 0 0 
2.648 2 1 1 0 -2.319336 4.608154 -4.577637 0.1684 0.1460 0.1378 0.1209 0.0878 0.0000 0.002591 0.002404 0.0000 0 0.0000 0  489 562 662 659 702 722 730 562  1 1 0 0 0 0 0 0 0 
2.653 2 1 1 0 -2.014160 2.288818 -3.295898 0.1695 0.1412 0.1366 0.1068 0.0882 0.0000 0.002591 0.001975 0.0000 0 0.0000 0  502 567 666 677 717 722 712 558  1 1 0 0 0 0 0 0 0 
2.658 2 1 1 0 2.044678 -3.814697 -4.486084 0.1814 0.1518 0.1470 0.1554 0.0890 0.0000 0.002591 0.002292 0.0000 0 0.0000 0  499 574 662 663 693 711 711 548  1 1 0 0 0 0 0 0 0 
2.663 2 1 1 0 1.831055 -3.692627 -3.509521 0.1835 0.1552 0.1554 0.1370 0.0898 0.0000 0.002591 0.002534 0.0000 0 0.0000 0  498 564 659 688 706 715 725 557  1 1 0 0 0 0 0 0 0 
2.668 2 1 1 0 0.610352 -0.701904 0.274658 0.1804 0.1539 0.1426 0.1506 0.0906 0.0000 0.002591 0.002598 0.0000 0 0.0000 0  497 584 659 687 710 712 732 547  1 1 0 0 0 0 0 0 0 
2.673 2 1 1 0 -1.525879 -3.143311 -1.220703 0.1817 0.1594 0.1418 0.1349 0.0912 0.0000 0.000000 0.002729 0.0000 0 0.0000 0  505 543 659 688 702 703 714 557  1 1 0 0 0 0 0 0 0 
2.678 2 1 1 0 0.579834 -3.784180 0.183105 0.1860 0.1593 0.1438 0.1442 0.0918 0.0000 0.002591 0.002948 0.0000 0 0.0000 0  500 574 658 667 687 706 682 519  1 1 0 0 0 0 0 0 0 
2.683 2 1 1 0 1.495361 -3.601074 2.075195 0.1910 0.1661 0.1289 0.1659 0.0926 0.0000 0.002591 0.003305 0.0000 0 0.0000 0  502 585 652 680 706 699 712 560  1 1 0 0 0 0 0 0 0 
2.688 2 1 1 0 0.274658 -0.183105 0.335693 0.1866 0.1626 0.1462 0.1611 0.0934 0.0000 0.002591 0.003311 0.0000 0 0.0000 0  505 570 650 666 692 695 691 537  1 1 0 0 0 0 0 0 0 
2.693 2 1 1 0 0.457764 3.479004 3.417969 0.1782 0.1548 0.1337 0.1422 0.0940 0.0000 0.005182 0.002966 0.0000 0 0.0000 0  505 597 648 664 685 690 714 555  1 1 0 0 0 0 0 0 0 
2.698 2 1 1 0 0.915527 -1.525879 3.784180 0.1867 0.1650 0.1390 0.1542 0.0948 0.0000 0.005182 0.002899 0.0000 0 0.0000 0  499 534 648 654 692 690 700 564  1 1 0 0 0 0 0 0 0 
2.703 2 1 1 0 0.152588 -0.518799 3.204346 0.1868 0.1711 0.1550 0.1382 0.0954 0.0000 0.002591 0.003092 0.0000 0 0.0000 0  508 568 641 654 689 681 693 521  1 1 0 0 0 0 0 0 0 
2.708 2 1 1 0 0.549316 1.800537 2.105713 0.1847 0.1682 0.1590 0.1418 0.0962 0.0000 0.002591 0.003007 0.0000 0 0.0000 0  507 540 637 652 661 677 690 540  1 1 0 0 0 0 0 0 0 
2.713 2 1 1 0 -0.457764 6.103516 0.091553 0.1769 0.1614 0.1550 0.1305 0.0970 0.0000 0.002591 0.002566 0.0000 0 0.0000 0  498 533 637 646 640 676 694 517  1 1 0 0 0 0 0 0 0 
2.718 2 1 1 0 -0.549316 2.899170 1.129150 0.1816 0.1641 0.1586 0.1349 0.0978 0.0000 0.002591 0.002183 0.0000 0 0.0000 0  497 556 629 645 676 675 691 520  1 1 0 0 0 0 0 0 0 
2.723 2 1 1 0 0.183105 -1.953125 1.037598 0.1910 0.1706 0.1623 0.1623 0.0986 0.0000 0.002591 0.002368 0.0000 0 0.0000 0  505 574 625 636 649 673 689 540  1 1 0 0 0 0 0 0 0 
2.728 2 1 1 0 -0.122070 2.319336 0.183105 0.1878 0.1674 0.1707 0.1454 0.0994 0.0000 0.002591 0.002350 0.0000 0 0.0000 0  502 537 619 639 640 667 693 527  1 1 0 0 0 0 0 0 0 
2.733 2 1 1 0 -1.831055 5.889893 -0.640869 0.1783 0.1587 0.1502 0.1554 0.1000 0.0000 0.000000 0.001967 0.0000 0 0.0000 0  497 562 620 629 672 666 690 566  1 1 0 0 0 0 0 0 0 
2.738 2 1 1 0 -0.732422 3.997803 2.410889 0.1780 0.1582 0.1506 0.1470 0.1008 0.0001 0.000000 0.001268 0.0000 0 0.0000 0  500 532 613 628 653 661 694 540  1 1 0 0 0 0 0 0 0 
2.743 2 1 1 0 -0.274658 2.716064 1.647949 0.1787 0.1628 0.1550 0.1542 0.1016 0.0001 0.000000 0.001123 0.0000 0 0.0000 0  496 535 611 625 635 662 695 574  1 1 0 0 0 0 0 0 0 
2.748 2 1 1 0 0.640869 -1.220703 3.417969 0.1865 0.1746 0.1574 0.1791 0.1024 0.0001 0.000000 0.001124 0.0000 0 0.0000 0  500 532 605 621 618 667 696 560  1 1 0 0 0 0 0 0 0 
2.753 2 1 1 0 -0.305176 -0.213623 6.134033 0.1944 0.1705 0.1498 0.1900 0.1030 0.0001 0.002591 0.001117 0.0000 0 0.0000 0  496 525 604 616 628 663 691 543  1 1 0 0 0 0 0 0 0 
2.758 2 1 1 0 -1.495361 3.967285 0.152588 0.1845 0.1559 0.1554 0.1349 0.1038 0.0001 0.002591 0.000899 0.0000 0 0.0000 0  496 528 615 611 629 678 696 547  1 1 0 0 0 0 0 0 0 
2.763 2 1 1 0 -1.129150 0.213623 2.258301 0.1836 0.1716 0.1506 0.1100 0.1044 0.0001 0.000000 0.000923 0.0000 0 0.0000 0  499 526 593 615 638 664 693 546  1 1 0 0 0 0 0 0 0 
2.768 2 1 1 0 -0.091553 -5.157471 0.823975 0.2040 0.2059 0.1839 0.1892 0.1056 0.0001 0.000000 0.001211 0.0000 0 0.0000 0  495 537 623 610 650 670 696 562  1 1 0 0 0 0 0 0 0 
2.773 2 1 1 0 0.061035 1.617432 2.777100 0.1996 0.1972 0.1707 0.1884 0.1064 0.0001 0.000000 0.001459 0.0000 0 0.0000 0  495 571 587 614 662 651 694 602  1 1 0 0 0 0 0 0 0 
2.778 2 1 1 0 -1.525879 4.455566 -5.004883 0.1938 0.1901 0.1623 0.1438 0.1072 0.0001 0.000000 0.001301 0.0000 0 0.0000 0  503 545 606 610 643 656 698 566  1 1 0 0 0 0 0 0 0 
2.783 2 1 1 0 -0.976562 8.636475 -1.953125 0.1857 0.1772 0.1578 0.1707 0.1080 0.0001 0.000000 0.000527 0.0000 0 0.0000 0  498 546 606 614 635 650 694 588  1 1 0 0 0 0 0 0 0 
2.788 2 1 1 0 -0.274658 3.173828 -1.953125 0.1979 0.1889 0.1723 0.1976 0.1088 0.0001 0.000000 0.000118 0.0000 0 0.0000 0  494 540 604 614 620 634 694 578  1 1 0 0 0 0 0 0 0 
2.793 2 1 1 0 -0.061035 6.530762 1.464844 0.1942 0.1855 0.1663 0.1996 0.1096 0.0001 0.000000 -0.000415 0.0000 0 0.0000 0  492 557 629 609 637 678 691 575  1 1 0 0 0 0 0 0 0 
2.798 2 1 1 0 -0.061035 9.216309 -2.807617 0.1844 0.1763 0.1530 0.1611 0.1104 0.0001 0.000000 -0.001152 0.0000 0 0.0000 0  499 558 610 607 614 647 685 545  1 1 0 0 0 0 0 0 0 
2.803 2 1 1 0 -0.915527 9.002686 -0.366211 0.1823 0.1751 0.1566 0.1659 0.1113 0.0001 0.000000 -0.001921 0.0000 0 0.0000 0  502 546 607 610 617 650 686 555  1 1 0 0 0 0 0 0 0 
2.808 2 1 1 0 0.732422 1.922607 -2.441406 0.1954 0.1861 0.1807 0.1731 0.1123 0.0001 0.002591 -0.002166 0.0000 0 0.0000 0  500 563 646 608 625 658 686 543  1 1 0 0 0 0 0 0 0 
2.813 2 1 1 0 0.427246 4.516602 -3.509521 0.1942 0.1829 0.1900 0.1498 0.1131 0.0001 0.002591 -0.002294 0.0000 0 0.0000 0  503 561 612 604 613 626 689 547  1 1 0 0 0 0 0 0 0 
2.818 2 1 1 0 -0.610352 3.326416 -6.439209 0.1948 0.1914 0.1735 0.1514 0.1137 0.0001 0.000000 -0.002462 0.0000 0 0.0000 0  513 565 612 603 615 645 681 548  1 1 0 0 0 0 0 0 0 
2.823 2 1 1 0 -0.152588 6.134033 -2.349854 0.1876 0.1806 0.1611 0.1663 0.1147 0.0001 0.002591 -0.003205 0.0000 0 0.0000 0  490 560 625 605 617 657 682 530  1 1 0 0 0 0 0 0 0 
2.828 2 1 1 0 -0.640869 2.044678 -3.479004 0.1980 0.1890 0.1619 0.1920 0.1155 0.0001 0.002591 -0.003295 0.0000 0 0.0000 0  514 563 626 608 615 630 679 532  1 1 0 0 0 0 0 0 0 
2.833 2 1 1 0 2.075195 5.676270 -3.356934 0.1914 0.1808 0.1687 0.1767 0.1165 0.0001 0.000000 -0.003727 0.0000 0 0.0000 0  504 566 636 607 610 635 677 540  1 1 0 0 0 0 0 0 0 
2.838 2 1 1 0 -0.152588 6.988525 -4.730225 0.1848 0.1678 0.1490 0.1434 0.1171 0.0001 0.002591 -0.004256 0.0000 0 0.0000 0  518 559 652 611 614 656 680 537  1 1 0 0 0 0 0 0 0 
2.843 2 1 1 0 -0.213623 7.415771 -0.579834 0.1828 0.1598 0.1474 0.1659 0.1179 0.0001 0.002591 -0.005108 0.0000 0 0.0000 0  526 569 632 609 612 668 675 533  1 1 0 0 0 0 0 0 0 
2.848 2 1 1 0 0.030518 1.892090 -1.281738 0.1930 0.1600 0.1671 0.1868 0.1189 0.0001 0.005182 -0.005296 0.0000 0 0.0000 0  513 560 641 614 610 635 673 533  1 1 0 0 0 0 0 0 0 
2.853 2 1 1 0 1.312256 3.814697 -0.061035 0.1872 0.1595 0.1679 0.1550 0.1195 0.0001 0.002591 -0.005783 0.0000 0 0.0000 0  513 567 612 622 617 589 673 532  1 1 0 0 0 0 0 0 0 
2.858 2 1 1 0 0.762939 -0.823975 0.305176 0.1958 0.1728 0.1948 0.1241 0.1205 0.0001 0.000000 -0.005618 0.0000 0 0.0000 0  502 575 659 605 617 655 673 524  1 1 0 0 0 0 0 0 0 
2.863 2 1 1 0 -0.854492 -1.831055 0.091553 0.1942 0.1752 0.1687 0.1631 0.1213 0.0001 0.000000 -0.005473 0.0000 0 0.0000 0  488 573 646 612 614 656 674 527  1 1 0 0 0 0 0 0 0 
2.868 2 1 1 0 2.105713 -2.868652 2.075195 0.2043 0.1753 0.1679 0.1928 0.1223 0.0001 0.002591 -0.005259 0.0000 0 0.0000 0  522 566 646 615 612 675 675 531  1 1 0 0 0 0 0 0 0 
2.873 2 1 1 0 0.762939 1.678467 -1.831055 0.1929 0.1710 0.1735 0.1514 0.1229 0.0001 0.000000 -0.005207 0.0000 0 0.0000 0  525 575 639 623 625 648 682 520  1 1 0 0 0 0 0 0 0 
2.878 2 1 1 0 0.183105 1.403809 -0.061035 0.1881 0.1881 0.1490 0.1301 0.1237 0.0001 0.000000 -0.005364 0.0000 0 0.0000 0  513 568 646 622 617 639 682 532  1 1 0 0 0 0 0 0 0 
2.883 2 1 1 0 0.183105 2.197266 2.136230 0.1936 0.1939 0.1743 0.1659 0.1245 0.0001 0.000000 -0.005709 0.0000 0 0.0000 0  502 570 632 615 619 648 690 530  1 1 0 0 0 0 0 0 0 
2.888 2 1 1 0 -0.244141 0.274658 4.577637 0.2035 0.2015 0.1486 0.2157 0.1255 0.0001 0.002591 -0.005678 0.0000 0 0.0000 0  498 577 647 619 617 665 682 532  1 1 0 0 0 0 0 0 0 
2.893 2 1 1 0 0.457764 5.950928 0.671387 0.1910 0.1790 0.1707 0.1759 0.1263 0.0001 0.002591 -0.006138 0.0000 0 0.0000 0  484 574 634 605 628 637 676 529  1 1 0 0 0 0 0 0 0 
2.898 2 1 1 0 0.244141 7.141113 -2.105713 0.1856 0.1716 0.1574 0.1462 0.1271 0.0001 0.002591 -0.006421 0.0000 0 0.0000 0  540 572 634 632 632 627 696 532  1 1 0 0 0 0 0 0 0 
2.903 2 1 1 0 -0.030518 2.990723 0.030518 0.1923 0.1723 0.1735 0.1775 0.1279 0.0001 0.002591 -0.006899 0.0000 0 0.0000 0  481 570 646 615 628 651 704 533  1 1 0 0 0 0 0 0 0 
2.908 2 1 1 0 -1.098633 4.302979 -2.807617 0.1906 0.1746 0.1892 0.1823 0.1289 0.0001 0.000000 -0.007020 0.0000 0 0.0000 0  527 573 648 627 630 657 698 531  1 1 0 0 0 0 0 0 0 
2.913 2 1 1 0 -0.366211 4.486084 -4.730225 0.1887 0.1901 0.1743 0.1598 0.1297 0.0001 0.000000 -0.007296 0.0000 0 0.0000 0  472 574 653 598 630 656 708 542  1 1 0 0 0 0 0 0 0 
2.918 2 1 1 0 0.122070 2.655029 -3.112793 0.1926 0.1908 0.1663 0.1807 0.1305 0.0001 0.000000 -0.007558 0.0000 0 0.0000 0  514 575 647 643 638 674 719 539  1 1 0 0 0 0 0 0 0 
2.923 2 1 1 0 0.244141 2.258301 -5.157471 0.1937 0.1899 0.1759 0.1715 0.1315 0.0001 0.002591 -0.007646 0.0000 0 0.0000 0  531 590 654 652 641 667 701 539  1 1 0 0 0 0 0 0 0 
2.928 2 1 1 0 0.915527 8.117676 -5.493164 0.1826 0.1768 0.1663 0.1643 0.1323 0.0001 0.002591 -0.008142 0.0000 0 0.0000 0  488 581 651 603 643 674 712 544  1 1 0 0 0 0 0 0 0 
2.933 2 1 1 0 0.091553 8.789062 -1.312256 0.1777 0.1699 0.1486 0.1687 0.1331 0.0001 0.002591 -0.009145 0.0000 0 0.0000 0  477 582 654 639 649 677 710 548  1 1 0 0 0 0 0 0 0 
2.938 2 1 1 0 -1.342773 3.662109 -3.509521 0.1829 0.1651 0.1639 0.1578 0.1339 0.0001 0.002591 -0.009465 0.0000 0 0.0000 0  537 570 651 629 652 682 722 551  1 1 0 0 0 0 0 0 0 
2.943 2 1 1 0 0.701904 2.624512 -2.410889 0.1849 0.1571 0.1791 0.1651 0.1347 0.0001 0.002591 -0.009625 0.0000 0 0.0000 0  492 582 652 649 662 686 711 555  1 1 0 0 0 0 0 0 0 
2.948 2 1 1 0 0.335693 3.295898 -1.831055 0.1819 0.1528 0.1687 0.1482 0.1355 0.0001 0.002591 -0.009774 0.0000 0 0.0000 0  533 574 660 670 665 698 726 557  1 1 0 0 0 0 0 0 0 
2.953 2 1 1 0 -0.091553 0.640869 -2.044678 0.1822 0.1571 0.1691 0.1225 0.1364 0.0001 0.002591 -0.010061 0.0000 0 0.0000 0  497 569 660 645 683 703 726 552  1 1 0 0 0 0 0 0 0 
2.958 2 1 1 0 -0.366211 -2.197266 -1.739502 0.1837 0.1744 0.1968 0.1474 0.1372 0.0001 -0.002591 -0.009723 0.0000 0 0.0000 0  502 579 661 706 681 700 745 560  1 1 0 0 0 0 0 0 0 
2.963 2 1 1 0 -0.885010 -6.256104 -2.471924 0.1986 0.1914 0.1486 0.1767 0.1382 0.0001 0.000000 -0.009161 0.0000 0 0.0000 0  533 595 667 657 688 705 704 555  1 1 0 0 0 0 0 0 0 
2.968 2 1 1 0 0.030518 -2.471924 2.105713 0.1961 0.1870 0.1526 0.1831 0.1388 0.0001 0.002591 -0.008834 0.0000 0 0.0000 0  501 581 672 669 697 712 720 558  1 1 0 0 0 0 0 0 0 
2.973 2 1 1 0 -1.098633 0.671387 -1.831055 0.1892 0.1787 0.1735 0.1414 0.1398 0.0001 0.000000 -0.008952 0.0000 0 0.0000 0  519 593 678 691 695 714 722 558  1 1 0 0 0 0 0 0 0 
2.978 2 1 1 0 0.549316 3.417969 1.190186 0.1835 0.1789 0.1566 0.1679 0.1404 0.0001 0.002591 -0.009254 0.0000 0 0.0000 0  522 583 681 680 700 721 710 557  1 1 0 0 0 0 0 0 0 
2.983 2 1 1 0 0.335693 0.122070 0.610352 0.1871 0.1825 0.1651 0.1715 0.1414 0.0001 0.000000 -0.009211 0.0000 0 0.0000 0  506 589 689 688 699 724 737 557  1 1 0 0 0 0 0 0 0 
2.988 2 1 1 0 -1.220703 6.744385 -1.708984 0.1752 0.1646 0.1671 0.1611 0.1422 0.0001 0.000000 -0.009548 0.0000 0 0.0000 0  519 598 691 694 712 720 713 550  1 1 0 0 0 0 0 0 0 
2.993 2 1 1 0 0.183105 2.960205 -0.915527 0.1752 0.1674 0.1498 0.1382 0.1430 0.0001 0.000000 -0.010032 0.0000 0 0.0000 0  536 590 701 709 715 724 717 553  1 1 0 0 0 0 0 0 0 
2.998 2 1 1 0 0.549316 3.051758 -2.532959 0.1776 0.1670 0.1884 0.1566 0.1438 0.0001 0.000000 -0.010259 0.0000 0 0.0000 0  530 632 705 704 704 731 736 552  1 1 0 0 0 0 0 0 0 
3.003 2 1 1 0 0.244141 -1.312256 -1.892090 0.1835 0.1750 0.1619 0.1691 0.1446 0.0001 0.000000 -0.009836 0.0000 0 0.0000 0  536 613 702 713 708 729 726 553  1 1 0 0 0 0 0 0 0 
3.008 2 1 1 0 0.488281 -3.509521 -5.310059 0.1911 0.1834 0.1884 0.1659 0.1454 0.0001 0.000000 -0.009588 0.0000 0 0.0000 0  539 619 706 716 737 726 691 554  1 1 0 0 0 0 0 0 0 
3.013 2 1 1 0 -0.488281 -2.868652 -6.530762 0.1901 0.1876 0.1623 0.1378 0.1462 0.0001 0.000000 -0.009085 0.0000 0 0.0000 0  552 601 714 705 713 733 722 559  1 1 0 0 0 0 0 0 0 
3.018 2 1 1 0 -0.610352 -1.617432 -1.647949 0.1939 0.1883 0.1550 0.2028 0.1472 0.0001 0.002591 -0.008934 0.0000 0 0.0000 0  550 595 718 705 733 732 717 551  1 1 0 0 0 0 0 0 0 
3.023 2 1 1 0 -0.305176 1.892090 -0.244141 0.1881 0.1805 0.1731 0.1948 0.1480 0.0001 0.002591 -0.009122 0.0000 0 0.0000 0  552 635 720 716 740 739 713 562  1 1 0 0 0 0 0 0 0 
3.028 2 1 1 0 0.305176 7.598877 -2.685547 0.1719 0.1583 0.1438 0.1530 0.1488 0.0001 0.002591 -0.009809 0.0000 0 0.0000 0  556 630 721 704 702 728 734 536  1 1 0 0 0 0 0 0 0 
3.033 2 1 1 0 -0.396729 4.486084 -2.075195 0.1735 0.1579 0.1566 0.1542 0.1496 0.0001 0.002591 -0.010150 0.0000 0 0.0000 0  562 639 723 715 744 723 757 546  1 1 0 0 0 0 0 0 0 
3.038 2 1 1 0 0.610352 1.800537 -3.356934 0.1772 0.1556 0.1514 0.1691 0.1504 0.0001 0.002591 -0.010292 0.0000 0 0.0000 0  563 640 724 718 727 721 730 554  1 1 0 0 0 0 0 0 0 
3.043 2 1 1 0 0.610352 -0.732422 -3.570557 0.1824 0.1589 0.1823 0.1687 0.1512 0.0001 0.002591 -0.010174 0.0000 0 0.0000 0  561 622 733 715 704 720 719 558  1 1 0 0 0 0 0 0 0 
3.048 2 1 1 0 -0.610352 -1.983643 -1.129150 0.1826 0.1615 0.1659 0.1526 0.1520 0.0001 0.002591 -0.009949 0.0000 0 0.0000 0  564 647 728 714 755 723 708 578  1 1 0 0 0 0 0 0 0 
