%% logfile from robot Silke (54)
% log is empty
% Silke (54)
%  1    time 2.003 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: 0.0305176 -2.2583 2.2583
%  9 10 Motor velocity ref left, right: 0.0338 0.0342
% 11 12 Wheel velocity [m/s] left, right: 0.0181 0.0125
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: 0.0355435 -3.92846e-05 0.00259112 -0.0107826
% 17 .. 37 Edge sensor: left 0.000000 0, right 0.000000 0, values 553 609 699 694 703 717 729 564, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
3.053 2 1 1 0 -1.312256 -4.608154 -2.319336 0.1856 0.1703 0.1586 0.1586 0.1528 0.0001 0.002591 -0.009774 0.0000 0 0.0000 0  566 637 727 709 700 723 715 526  1 1 0 0 0 0 0 0 0 
3.058 2 1 1 0 0.152588 -2.563477 1.434326 0.1853 0.1757 0.1611 0.1783 0.1536 0.0001 0.002591 -0.009435 0.0000 0 0.0000 0  571 643 731 705 682 718 712 534  1 1 0 0 0 0 0 0 0 
3.063 2 1 1 0 0.366211 -6.683350 1.678467 0.1972 0.1856 0.1526 0.2068 0.1544 0.0001 0.002591 -0.008978 0.0000 0 0.0000 0  572 628 725 707 699 709 709 553  1 1 0 0 0 0 0 0 0 
3.068 2 1 1 0 1.556396 -0.793457 6.408691 0.1876 0.1740 0.1590 0.1876 0.1552 0.0001 0.002591 -0.009005 0.0000 0 0.0000 0  577 677 727 708 696 710 708 537  1 1 0 0 0 0 0 0 0 
3.073 2 1 1 0 0.671387 -1.647949 5.218506 0.1869 0.1633 0.1337 0.1687 0.1560 0.0001 0.002591 -0.008812 0.0000 0 0.0000 0  589 646 732 705 714 708 703 561  1 1 0 0 0 0 0 0 0 
3.078 2 1 1 0 0.244141 -0.610352 6.317139 0.1858 0.1544 0.1815 0.1663 0.1568 0.0001 0.002591 -0.008855 0.0000 0 0.0000 0  580 658 725 702 726 705 702 554  1 1 0 0 0 0 0 0 0 
3.083 2 1 1 0 1.647949 -0.305176 6.317139 0.1840 0.1544 0.1470 0.1639 0.1576 0.0001 0.002591 -0.008628 0.0000 0 0.0000 0  579 688 724 701 695 704 708 529  1 1 0 0 0 0 0 0 0 
3.088 2 1 1 0 1.037598 0.885010 7.507324 0.1799 0.1504 0.1619 0.1374 0.1584 0.0001 0.002591 -0.008979 0.0000 0 0.0000 0  588 662 718 701 730 701 704 589  1 1 0 0 0 0 0 0 0 
3.093 2 1 1 0 0.549316 -3.753662 6.256104 0.1828 0.1712 0.1743 0.1153 0.1592 0.0001 -0.002591 -0.008372 0.0000 0 0.0000 0  577 644 722 699 687 698 706 552  1 1 0 0 0 0 0 0 0 
3.098 2 1 1 0 1.617432 -5.371094 5.798340 0.1950 0.1931 0.1731 0.1839 0.1602 0.0001 0.000000 -0.008178 0.0000 0 0.0000 0  589 638 718 692 703 701 702 537  1 1 0 0 0 0 0 0 0 
3.103 2 1 1 0 1.953125 -3.784180 3.051758 0.1972 0.1921 0.1815 0.1940 0.1611 0.0001 0.000000 -0.007429 0.0000 0 0.0000 0  581 648 730 690 692 698 704 546  1 1 0 0 0 0 0 0 0 
3.108 2 1 1 0 0.366211 0.274658 -1.281738 0.1914 0.1848 0.1783 0.1623 0.1619 0.0001 0.000000 -0.007163 0.0000 0 0.0000 0  590 636 708 692 709 676 702 535  1 1 0 0 0 0 0 0 0 
3.113 2 1 1 0 -0.213623 4.150391 1.068115 0.1822 0.1722 0.1566 0.1643 0.1627 0.0001 0.000000 -0.007471 0.0000 0 0.0000 0  578 643 690 681 707 684 698 566  1 1 0 0 0 0 0 0 0 
3.118 2 1 1 0 1.770020 1.373291 0.213623 0.1874 0.1744 0.1663 0.1856 0.1635 0.0001 0.000000 -0.007837 0.0000 0 0.0000 0  582 624 710 687 660 689 709 534  1 1 0 0 0 0 0 0 0 
3.123 2 1 1 0 2.105713 4.089355 0.762939 0.1840 0.1702 0.1643 0.1900 0.1643 0.0001 0.000000 -0.007960 0.0000 0 0.0000 0  576 635 718 676 684 696 704 531  1 1 0 0 0 0 0 0 0 
3.128 2 1 1 0 -0.671387 1.129150 0.366211 0.1856 0.1727 0.1663 0.1623 0.1651 0.0001 0.000000 -0.008054 0.0000 0 0.0000 0  577 632 687 678 684 683 708 560  1 1 0 0 0 0 0 0 0 
3.133 2 1 1 0 0.335693 -0.793457 1.647949 0.1874 0.1750 0.1691 0.1611 0.1659 0.0001 0.000000 -0.008137 0.0000 0 0.0000 0  576 632 705 675 669 705 710 530  1 1 0 0 0 0 0 0 0 
3.138 2 1 1 0 0.030518 -2.807617 0.457764 0.1935 0.1844 0.1996 0.1823 0.1669 0.0001 -0.002591 -0.007818 0.0000 0 0.0000 0  567 628 716 677 672 702 712 573  1 1 0 0 0 0 0 0 0 
3.143 2 1 1 0 0.640869 3.723145 -0.457764 0.1824 0.1713 0.1639 0.1799 0.1677 0.0001 -0.002591 -0.007943 0.0000 0 0.0000 0  572 631 675 672 675 669 712 538  1 1 0 0 0 0 0 0 0 
3.148 2 1 1 0 1.861572 0.335693 -2.563477 0.1858 0.1732 0.1671 0.1562 0.1685 0.0001 -0.002591 -0.007877 0.0000 0 0.0000 0  558 634 739 674 675 694 717 542  1 1 0 0 0 0 0 0 0 
3.153 2 1 1 0 -0.671387 0.000000 -1.495361 0.1832 0.1747 0.1586 0.1651 0.1693 0.0001 -0.002591 -0.008013 0.0000 0 0.0000 0  574 623 685 677 685 671 713 563  1 1 0 0 0 0 0 0 0 
3.158 2 1 1 0 0.518799 -1.953125 -0.823975 0.1931 0.1745 0.1707 0.1751 0.1703 0.0001 0.000000 -0.007731 0.0000 0 0.0000 0  564 626 687 677 686 698 715 564  1 1 0 0 0 0 0 0 0 
3.163 2 1 1 0 2.990723 2.319336 3.753662 0.1857 0.1643 0.1470 0.1735 0.1711 0.0001 0.000000 -0.008222 0.0000 0 0.0000 0  569 619 704 673 685 703 715 551  1 1 0 0 0 0 0 0 0 
3.168 2 1 1 0 -1.068115 -0.122070 2.471924 0.1875 0.1685 0.1562 0.1554 0.1719 0.0001 0.000000 -0.008153 0.0000 0 0.0000 0  558 621 697 680 688 679 714 545  1 1 0 0 0 0 0 0 0 
3.173 2 1 1 0 1.525879 -2.655029 3.875732 0.1937 0.1764 0.1767 0.1470 0.1727 0.0001 0.000000 -0.008003 0.0000 0 0.0000 0  567 617 722 684 688 716 723 548  1 1 0 0 0 0 0 0 0 
3.178 2 1 1 0 0.885010 -1.892090 6.256104 0.1934 0.1776 0.1631 0.1767 0.1735 0.0001 0.000000 -0.007913 0.0000 0 0.0000 0  570 621 706 684 697 693 720 547  1 1 0 0 0 0 0 0 0 
3.183 2 1 1 0 0.579834 2.319336 6.317139 0.1872 0.1733 0.1759 0.1671 0.1743 0.0001 0.000000 -0.008109 0.0000 0 0.0000 0  563 623 741 689 694 731 724 560  1 1 0 0 0 0 0 0 0 
3.188 2 1 1 0 1.068115 -0.335693 1.708984 0.1893 0.1752 0.1586 0.1301 0.1751 0.0001 0.000000 -0.007994 0.0000 0 0.0000 0  559 625 701 680 694 707 724 564  1 1 0 0 0 0 0 0 0 
3.193 2 1 1 0 -1.037598 -0.030518 4.028320 0.1919 0.1819 0.1968 0.1643 0.1761 0.0001 -0.002591 -0.008060 0.0000 0 0.0000 0  570 634 700 692 696 707 722 561  1 1 0 0 0 0 0 0 0 
3.198 2 1 1 0 -0.671387 -4.211426 3.387451 0.2040 0.1860 0.1799 0.1988 0.1771 0.0001 0.000000 -0.007432 0.0000 0 0.0000 0  559 629 728 690 695 761 722 560  1 1 0 0 0 0 0 0 0 
3.203 2 1 1 0 2.807617 2.380371 1.007080 0.1917 0.1723 0.1759 0.1566 0.1779 0.0001 0.000000 -0.007745 0.0000 0 0.0000 0  570 629 716 702 698 717 725 556  1 1 0 0 0 0 0 0 0 
3.208 2 1 1 0 -0.305176 2.166748 3.479004 0.1820 0.1826 0.1659 0.1281 0.1785 0.0001 -0.002591 -0.007606 0.0000 0 0.0000 0  570 630 707 697 699 715 720 561  1 1 0 0 0 0 0 0 0 
3.213 2 1 1 0 -0.488281 -2.593994 3.417969 0.1959 0.1986 0.1715 0.2016 0.1795 0.0001 0.000000 -0.007870 0.0000 0 0.0000 0  542 639 724 697 703 729 717 551  1 1 0 0 0 0 0 0 0 
3.218 2 1 1 0 1.892090 -1.251221 6.591797 0.2021 0.2004 0.1723 0.2157 0.1803 0.0001 0.000000 -0.007302 0.0000 0 0.0000 0  563 635 704 690 703 702 713 548  1 1 0 0 0 0 0 0 0 
3.223 2 1 1 0 -1.007080 1.586914 0.366211 0.1965 0.1912 0.1586 0.1791 0.1813 0.0001 -0.002591 -0.007409 0.0000 0 0.0000 0  587 632 707 712 702 722 714 557  1 1 0 0 0 0 0 0 0 
3.228 2 1 1 0 0.396729 4.272461 -0.183105 0.1952 0.1878 0.2088 0.1619 0.1821 0.0001 -0.002591 -0.007496 0.0000 0 0.0000 0  536 641 726 688 705 721 715 552  1 1 0 0 0 0 0 0 0 
3.233 2 1 1 0 -1.159668 -1.525879 -1.281738 0.2019 0.1985 0.1799 0.1876 0.1829 0.0001 -0.002591 -0.007395 0.0000 0 0.0000 0  573 634 719 705 702 714 695 551  1 1 0 0 0 0 0 0 0 
3.238 2 1 1 0 -0.579834 4.516602 -2.410889 0.1928 0.1974 0.1847 0.1799 0.1841 0.0001 -0.002591 -0.007556 0.0000 0 0.0000 0  576 638 717 706 705 678 711 555  1 1 0 0 0 0 0 0 0 
3.243 2 1 1 0 1.037598 2.197266 -3.845215 0.1961 0.1991 0.1687 0.1538 0.1849 0.0001 -0.002591 -0.007565 0.0000 0 0.0000 0  564 638 729 695 703 708 712 552  1 1 0 0 0 0 0 0 0 
3.248 2 1 1 0 -1.617432 4.516602 -1.922607 0.1961 0.1981 0.1856 0.2080 0.1858 0.0001 -0.002591 -0.008295 0.0000 0 0.0000 0  565 638 716 703 709 694 707 548  1 1 0 0 0 0 0 0 0 
3.253 2 1 1 0 -1.373291 3.234863 0.152588 0.2042 0.2022 0.1783 0.2229 0.1868 0.0001 0.000000 -0.008172 0.0000 0 0.0000 0  576 636 723 681 708 713 701 546  1 1 0 0 0 0 0 0 0 
3.258 2 1 1 0 2.746582 6.622314 1.281738 0.1953 0.1873 0.1651 0.1948 0.1876 0.0001 0.000000 -0.009063 0.0000 0 0.0000 0  570 634 725 716 705 720 718 548  1 1 0 0 0 0 0 0 0 
3.263 2 1 1 0 0.030518 6.591797 -2.014160 0.1910 0.1730 0.1663 0.1715 0.1884 0.0001 0.000000 -0.009338 0.0000 0 0.0000 0  565 640 722 709 705 698 711 545  1 1 0 0 0 0 0 0 0 
3.268 2 1 1 0 -0.701904 3.723145 0.488281 0.1962 0.1700 0.1920 0.1671 0.1896 0.0001 0.000000 -0.009728 0.0000 0 0.0000 0  557 634 726 712 700 694 712 549  1 1 0 0 0 0 0 0 0 
3.273 2 1 1 0 1.525879 1.831055 1.556396 0.1985 0.1732 0.1807 0.1611 0.1904 0.0001 0.000000 -0.009761 0.0000 0 0.0000 0  585 632 722 721 703 708 717 550  1 1 0 0 0 0 0 0 0 
3.278 2 1 1 0 0.823975 -1.159668 0.946045 0.2024 0.1784 0.1759 0.1554 0.1912 0.0001 0.000000 -0.009833 0.0000 0 0.0000 0  579 626 715 713 704 704 708 550  1 1 0 0 0 0 0 0 0 
3.283 2 1 1 0 0.671387 0.854492 3.723145 0.2005 0.1756 0.1815 0.1566 0.1920 0.0001 0.000000 -0.009763 0.0000 0 0.0000 0  555 638 716 722 704 707 719 548  1 1 0 0 0 0 0 0 0 
3.288 2 1 1 0 0.885010 -0.823975 4.272461 0.2009 0.1800 0.1759 0.1791 0.1930 0.0001 -0.002591 -0.009826 0.0000 0 0.0000 0  561 628 725 702 700 709 709 546  1 1 0 0 0 0 0 0 0 
3.293 2 1 1 0 1.190186 3.631592 5.920410 0.1931 0.1708 0.1731 0.1715 0.1938 0.0001 -0.002591 -0.010140 0.0000 0 0.0000 0  558 628 715 664 704 705 691 547  1 1 0 0 0 0 0 0 0 
3.298 2 1 1 0 1.251221 1.770020 5.615234 0.1937 0.1712 0.1659 0.1422 0.1946 0.0001 -0.002591 -0.010174 0.0000 0 0.0000 0  575 633 716 724 705 707 752 543  1 1 0 0 0 0 0 0 0 
3.303 2 1 1 0 1.312256 1.129150 8.148193 0.1893 0.1788 0.1815 0.1611 0.1954 0.0001 -0.002591 -0.010475 0.0000 0 0.0000 0  577 628 721 697 702 710 711 543  1 1 0 0 0 0 0 0 0 
3.308 2 1 1 0 -1.037598 1.922607 10.467529 0.1922 0.1777 0.1663 0.2028 0.1964 0.0001 0.000000 -0.010537 0.0000 0 0.0000 0  559 621 717 673 697 711 712 545  1 1 0 0 0 0 0 0 0 
3.313 2 1 1 0 2.380371 -0.305176 10.131836 0.1944 0.1759 0.1767 0.1699 0.1972 0.0001 0.000000 -0.010753 0.0000 0 0.0000 0  583 627 713 728 705 705 721 544  1 1 0 0 0 0 0 0 0 
3.318 2 1 1 0 0.000000 -0.366211 6.774902 0.1927 0.1973 0.1823 0.1285 0.1980 0.0001 -0.005182 -0.010372 0.0000 0 0.0000 0  537 614 722 673 705 706 685 547  1 1 0 0 0 0 0 0 0 
3.323 2 1 1 0 0.244141 -2.319336 6.195068 0.2039 0.2055 0.1856 0.1831 0.1990 0.0001 -0.002591 -0.010226 0.0000 0 0.0000 0  550 615 723 702 698 713 721 554  1 1 0 0 0 0 0 0 0 
3.328 2 1 1 0 1.892090 1.647949 2.044678 0.2015 0.2006 0.1956 0.1912 0.1998 0.0001 -0.002591 -0.009934 0.0000 0 0.0000 0  565 628 731 710 698 714 690 550  1 1 0 0 0 0 0 0 0 
3.333 2 1 1 0 -1.190186 3.997803 -1.373291 0.1928 0.1939 0.1699 0.1699 0.2006 0.0001 -0.002591 -0.010069 0.0000 0 0.0000 0  567 632 736 696 704 715 709 550  1 1 0 0 0 0 0 0 0 
3.338 2 1 1 0 1.495361 5.615234 1.495361 0.1878 0.1929 0.1775 0.1884 0.2016 0.0001 -0.005182 -0.010788 0.0000 0 0.0000 0  554 646 734 699 716 712 715 557  1 1 0 0 0 0 0 0 0 
3.343 2 1 1 0 -0.061035 6.835938 1.251221 0.1906 0.1846 0.1631 0.1912 0.2026 0.0001 -0.002591 -0.011114 0.0000 0 0.0000 0  560 628 742 702 714 722 706 564  1 1 0 0 0 0 0 0 0 
3.348 2 1 1 0 -0.457764 4.760742 -0.671387 0.1931 0.1810 0.1751 0.1940 0.2034 0.0001 -0.002591 -0.011617 0.0000 0 0.0000 0  554 649 745 703 736 728 741 563  1 1 0 0 0 0 0 0 0 
3.353 2 1 1 0 0.762939 4.241943 -1.129150 0.1917 0.1805 0.1815 0.1458 0.2042 0.0001 -0.002591 -0.011755 0.0000 0 0.0000 0  584 654 754 736 757 736 751 577  1 1 0 0 0 0 0 0 0 
3.358 2 1 1 0 -0.762939 1.647949 -0.793457 0.1958 0.1886 0.2080 0.1856 0.2052 0.0001 -0.005182 -0.011976 0.0000 0 0.0000 0  587 654 763 764 742 746 767 583  1 1 0 0 0 0 0 0 0 
3.363 2 1 1 0 -1.495361 3.265381 3.601074 0.1912 0.1768 0.1723 0.1643 0.2062 0.0001 -0.002591 -0.012242 0.0000 0 0.0000 0  584 659 777 763 775 758 784 590  1 1 0 0 0 0 0 0 0 
3.368 2 1 1 0 -0.732422 1.312256 -3.173828 0.1951 0.1811 0.1815 0.1631 0.2070 0.0001 -0.002591 -0.012215 0.0000 0 0.0000 0  581 683 785 755 754 768 771 581  1 1 0 0 0 0 0 0 0 
3.373 2 1 1 0 0.610352 2.929688 -3.448486 0.1888 0.1788 0.1715 0.1639 0.2078 0.0001 -0.002591 -0.012251 0.0000 0 0.0000 0  593 694 802 787 804 788 812 618  1 1 0 0 0 0 0 0 0 
3.378 2 1 1 0 -2.319336 0.213623 -2.838135 0.1854 0.1954 0.1775 0.1912 0.2088 0.0001 -0.005182 -0.012192 0.0000 0 0.0000 0  603 714 827 813 791 824 853 621  1 1 0 0 0 0 0 0 0 
3.383 2 1 1 0 -0.885010 2.990723 3.387451 0.1803 0.1943 0.1538 0.2100 0.2096 0.0001 -0.005182 -0.012618 0.0000 0 0.0000 0  605 702 835 820 826 831 841 626  1 1 0 0 0 0 0 0 0 
3.388 2 1 1 0 1.251221 2.349854 -1.312256 0.1863 0.1803 0.1474 0.1735 0.2102 0.0000 -0.002591 -0.012864 0.0000 0 0.0000 0  621 733 855 842 865 843 868 643  1 1 0 0 0 0 0 0 0 
3.393 2 1 1 0 -0.518799 0.488281 0.000000 0.1940 0.1765 0.1876 0.1619 0.2115 0.0000 -0.002591 -0.012767 0.0000 0 0.0000 0  643 747 880 865 875 866 895 662  1 1 0 0 0 0 0 0 0 
3.398 2 1 1 0 -2.288818 -1.983643 0.640869 0.1976 0.1823 0.1815 0.1759 0.2123 0.0000 -0.002591 -0.012608 0.0000 0 0.0000 0  647 734 899 878 903 897 901 666  1 1 0 0 0 0 0 0 0 
3.403 2 1 1 0 1.403809 3.845215 0.915527 0.1866 0.1731 0.1751 0.1643 0.2131 0.0000 -0.002591 -0.012970 0.0000 0 0.0000 0  662 777 915 909 930 918 936 720  1 1 0 0 0 0 0 0 0 
3.408 2 1 1 0 0.671387 0.579834 -0.183105 0.1902 0.1781 0.1735 0.1458 0.2139 0.0000 -0.002591 -0.012846 0.0000 0 0.0000 0  684 775 938 930 935 949 962 716  1 1 0 0 0 0 0 0 0 
3.413 2 1 1 0 -0.427246 -1.831055 0.366211 0.1923 0.1842 0.1663 0.1723 0.2149 0.0000 -0.005182 -0.012784 0.0000 0 0.0000 0  694 820 964 953 965 978 984 709  1 1 0 0 0 0 0 0 0 
3.418 2 1 1 0 0.305176 -0.518799 -0.579834 0.1924 0.1823 0.1791 0.1699 0.2157 0.0000 -0.005182 -0.012397 -1.4229 1 4.1800 0  716 780 975 984 987 1000 1003 766  1 1 0 0 0 0 0 1 0 
3.423 2 1 1 0 -1.678467 3.143311 -4.180908 0.1855 0.1794 0.1920 0.1554 0.2165 0.0000 -0.005182 -0.012528 -1.4229 0 4.1800 0  725 839 999 1006 1013 1018 1032 726  1 1 0 0 0 0 0 0 0 
3.428 2 1 1 0 1.617432 5.767822 2.746582 0.1661 0.1720 0.1470 0.1414 0.2173 0.0000 -0.005182 -0.013276 -2.1356 0 4.1800 0  740 897 1026 1031 1039 1041 1051 792  1 1 0 0 0 0 0 0 0 
3.433 2 1 1 0 -0.335693 0.396729 -2.288818 0.1837 0.1776 0.1586 0.1928 0.2183 0.0000 -0.002591 -0.013265 -1.4728 0 2.3516 0  755 864 1046 1039 1030 1070 1080 778  1 1 0 0 0 0 0 0 0 
3.438 2 1 1 0 0.244141 0.671387 0.213623 0.1863 0.1762 0.1759 0.2028 0.2191 0.0000 -0.002591 -0.013258 -4.1800 0 4.1800 0  767 898 1056 1062 1063 1089 1097 815  1 1 0 0 0 0 1 0 0 
3.443 2 1 1 0 0.213623 -2.685547 -0.610352 0.1927 0.1746 0.1562 0.1823 0.2199 0.0000 -0.002591 -0.012905 -1.4317 1 2.4948 1  778 891 1070 1075 1093 1110 1120 806  1 1 0 0 0 0 2 3 1 
3.448 2 1 1 0 0.915527 -2.166748 0.885010 0.1927 0.1756 0.1948 0.1735 0.2207 0.0000 -0.002591 -0.013005 -1.5664 1 3.1567 1  790 923 1096 1092 1112 1125 1148 852  1 1 0 0 0 0 2 8 3 
3.453 2 1 1 0 -1.037598 -6.317139 0.183105 0.1988 0.1876 0.1839 0.1847 0.2217 0.0000 -0.005182 -0.012201 -1.5822 1 3.0950 1  809 944 1104 1102 1145 1139 1153 860  1 1 0 0 0 0 3 10 1 
3.458 2 1 1 0 -1.007080 -4.089355 -0.549316 0.1997 0.1845 0.1847 0.1687 0.2227 0.0000 -0.002591 -0.011769 -1.1767 1 2.5054 1  819 956 1101 1114 1128 1156 1175 848  1 1 0 0 0 0 3 15 4 
3.463 2 1 1 0 0.518799 0.579834 -3.479004 0.1865 0.1782 0.1671 0.1474 0.2233 0.0000 -0.005182 -0.011612 -1.5705 0 2.7015 0  831 957 1125 1120 1147 1167 1177 898  1 1 0 0 0 0 7 8 0 
3.468 2 1 2 0 1.068115 0.427246 1.281738 0.2245 0.2122 0.1751 0.1876 0.2243 0.0000 -0.002591 -0.011927 -1.5705 0 2.7015 0  842 977 1120 1132 1170 1168 1191 908  1 1 0 0 0 0 12 0 0 
3.473 2 1 2 0 0.061035 -2.105713 1.831055 0.2458 0.2375 0.1791 0.1807 0.2251 -0.0000 -0.002591 -0.011742 -1.5705 0 2.7015 0  858 975 1158 1140 1135 1176 1197 888  1 1 0 0 0 0 17 0 0 
3.478 2 1 2 0 0.885010 5.432129 4.425049 0.2616 0.2443 0.1912 0.2113 0.2263 -0.0000 -0.002591 -0.012225 -1.5705 0 2.7015 0  856 999 1159 1142 1180 1198 1199 940  1 1 0 0 1 0 20 0 0 
3.483 2 1 2 0 0.640869 12.054443 -1.403809 0.2678 0.2529 0.1900 0.2016 0.2271 -0.0000 -0.002591 -0.012845 -1.5705 0 2.7015 0  866 971 1154 1140 1154 1202 1205 879  1 1 0 0 1 0 20 0 0 
3.488 2 1 2 0 -0.366211 20.324707 1.617432 0.2714 0.2585 0.2205 0.2048 0.2283 -0.0000 -0.002591 -0.014549 -1.5705 0 2.7015 0  872 983 1170 1145 1175 1190 1206 892  1 1 0 0 1 0 20 0 0 
3.493 2 1 2 0 1.220703 26.947021 1.617432 0.2723 0.2596 0.2181 0.2157 0.2295 -0.0000 -0.002591 -0.016886 -1.5705 0 2.7015 0  864 1014 1141 1144 1172 1185 1198 922  1 1 0 0 1 0 20 0 0 
3.498 2 1 2 0 0.732422 30.090332 -3.417969 0.2810 0.2730 0.2574 0.2169 0.2305 -0.0000 -0.005182 -0.019255 -1.5705 0 2.7015 0  868 989 1154 1143 1169 1203 1194 922  1 1 0 0 1 0 20 0 0 
3.503 2 1 2 0 0.305176 34.545898 -0.061035 0.2763 0.2803 0.2434 0.2402 0.2317 -0.0000 -0.005182 -0.022125 -1.5705 0 2.7015 0  868 981 1147 1145 1148 1182 1187 926  1 1 0 0 1 0 20 0 0 
3.508 2 1 2 0 0.274658 44.494629 3.997803 0.2715 0.2715 0.2253 0.2659 0.2329 -0.0000 -0.005182 -0.026117 -1.5705 0 2.7015 0  860 977 1104 1127 1142 1146 1178 912  1 1 0 0 1 0 20 0 0 
3.513 2 1 2 0 1.617432 46.081543 1.464844 0.2751 0.2651 0.2181 0.2462 0.2341 -0.0000 -0.005182 -0.029943 -1.5705 0 2.7015 0  864 972 1133 1119 1140 1158 1166 890  1 1 0 0 1 0 20 0 0 
3.518 2 1 2 0 1.770020 47.454834 4.119873 0.2794 0.2648 0.2639 0.2639 0.2356 -0.0000 -0.002591 -0.034140 -1.5705 0 2.7015 0  854 964 1113 1111 1112 1133 1156 866  1 1 0 0 1 0 20 0 0 
3.523 2 1 2 0 0.732422 49.255371 2.777100 0.2797 0.2684 0.2695 0.2675 0.2368 -0.0000 -0.002591 -0.038394 -1.5705 0 2.7015 0  838 962 1125 1091 1113 1147 1134 863  1 1 0 0 1 0 20 0 0 
3.528 2 1 2 0 0.518799 52.947998 -1.892090 0.2741 0.2710 0.2888 0.2281 0.2382 -0.0000 -0.005182 -0.042487 -1.5705 0 2.7015 0  818 950 1100 1071 1097 1121 1121 849  1 1 0 0 1 0 20 0 0 
3.533 2 1 2 0 1.190186 51.605225 -3.387451 0.2728 0.2738 0.2767 0.2639 0.2394 -0.0000 -0.005182 -0.046816 -1.5705 0 2.7015 0  810 932 1039 1053 1077 1062 1100 839  1 1 0 0 1 0 20 0 0 
3.538 2 1 2 0 0.793457 57.800293 0.671387 0.2562 0.2662 0.2362 0.2908 0.2408 -0.0001 -0.002591 -0.051803 -1.5705 0 2.7015 0  816 915 1054 1035 1055 1072 1072 830  1 1 0 0 1 0 20 0 0 
3.543 2 1 2 0 0.091553 59.509277 3.234863 0.2528 0.2568 0.2494 0.3016 0.2420 -0.0001 -0.002591 -0.056979 -1.5705 0 2.7015 0  792 891 1033 1008 1021 1061 1053 817  1 1 0 0 1 0 20 0 0 
3.548 2 1 2 0 -0.823975 57.342529 1.434326 0.2574 0.2414 0.2418 0.2731 0.2434 -0.0001 0.000000 -0.061781 -1.5705 0 2.7015 0  776 866 1013 981 990 1049 1028 799  1 1 0 0 1 0 20 0 0 
3.553 2 1 3 0 1.190186 59.722900 1.892090 0.1897 0.1915 0.2522 0.2590 0.2448 -0.0001 -0.002591 -0.066816 -1.5705 0 2.7015 0  762 846 965 938 961 981 994 773  1 1 0 0 1 0 15 0 0 
3.558 2 1 3 0 0.366211 58.959961 1.586914 0.1444 0.1624 0.2193 0.2113 0.2458 -0.0001 -0.005182 -0.071670 -1.5705 0 2.7015 0  739 831 922 914 923 939 952 751  1 1 0 0 1 0 10 0 0 
3.563 2 1 3 0 -0.396729 60.974121 1.098633 0.0911 0.1191 0.1900 0.1847 0.2468 -0.0001 -0.002591 -0.076695 -1.5705 0 2.7015 0  725 794 887 881 879 909 917 723  1 1 0 0 1 0 5 0 0 
3.568 2 1 3 0 0.823975 60.485840 1.800537 0.0369 0.0749 0.1486 0.1341 0.2476 -0.0001 -0.002591 -0.081718 -1.5705 0 2.7015 0  671 761 845 849 843 868 871 695  1 1 0 0 1 0 0 0 0 
3.573 2 1 3 0 -3.112793 56.304932 -1.129150 -0.0092 0.0388 0.1088 0.1518 0.2480 -0.0001 -0.002591 -0.086470 -1.5705 0 2.7015 0  699 736 813 794 796 851 839 668  1 1 0 0 0 0 0 0 0 
3.578 2 1 3 0 -1.800537 43.762207 11.230469 -0.0417 0.0163 0.0538 0.1454 0.2484 -0.0001 0.002591 -0.090507 -1.5705 0 2.7015 0  642 705 773 776 764 812 811 646  1 1 0 0 0 0 0 0 0 
3.583 2 1 3 0 4.974365 10.864258 14.617920 -0.0355 0.0325 0.0321 0.1345 0.2488 -0.0001 0.007773 -0.092153 -1.5705 0 2.7015 0  586 694 737 722 746 748 792 624  1 1 0 0 0 0 0 0 0 
3.588 2 1 3 0 3.082275 -33.935547 7.507324 0.0097 0.0877 0.0321 0.1008 0.2492 -0.0001 0.007773 -0.087184 -1.5705 0 2.7015 0  630 682 761 730 740 766 776 618  1 1 0 0 0 0 0 0 0 
3.593 2 1 3 0 0.762939 -60.302734 -2.838135 0.0407 0.1287 0.0546 0.1076 0.2496 -0.0001 0.007773 -0.080530 -1.5705 0 2.7015 0  627 685 749 712 743 770 760 624  1 1 0 0 0 0 0 0 0 
3.598 2 1 3 0 -5.004883 -73.760986 -13.641357 0.0628 0.1608 0.1108 0.1329 0.2504 -0.0001 0.007773 -0.072530 -1.5705 0 2.7015 0  646 699 757 761 755 778 790 629  1 1 0 0 0 0 0 0 0 
3.603 2 1 3 0 -5.371094 -63.476562 -11.383057 0.0433 0.1513 0.0976 0.1470 0.2510 -0.0001 0.010364 -0.066761 -1.5705 0 2.7015 0  686 701 773 745 757 786 785 640  1 1 0 0 0 0 0 0 0 
3.608 2 1 3 0 -0.793457 -65.307617 -9.155273 0.0431 0.1611 0.0659 0.1550 0.2516 -0.0000 0.012956 -0.061071 -1.5705 0 2.7015 0  654 705 769 762 764 794 804 642  1 1 0 0 0 0 0 0 0 
