%% logfile from robot Silke (54)
% Silke (54)
%  1    time 2.017 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: 0.671387 -0.305176 12.146
%  9 10 Motor velocity ref left, right: 0.0242 0.0174
% 11 12 Wheel velocity [m/s] left, right: 0.0257 -0.0177
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: -0.0180718 -0.000191476 -0.00518225 -0.00867923
% 17 .. 37 Edge sensor: left 0.976893 0, right 4.180000 0, values 614 678 779 760 740 730 725 550, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
3.977 2 1 2 0 6.805420 0.701904 64.910889 0.2492 0.0779 0.2205 0.0213 0.2227 -0.0388 -0.937990 -0.000072 0.9101 0 4.1800 0  486 574 641 599 614 615 617 501  1 1 0 0 0 0 0 0 0 
3.997 2 1 2 0 4.791260 12.329102 59.387207 0.2387 0.0534 0.2028 0.0297 0.2242 -0.0410 -0.961310 -0.002610 0.9101 0 4.1800 0  540 584 638 620 605 614 621 497  1 1 0 0 0 0 0 0 0 
4.017 2 1 2 0 5.645752 7.415771 63.812256 0.2421 0.0567 0.1988 0.0594 0.2257 -0.0431 -0.979448 -0.006660 0.9101 0 4.1800 0  470 545 606 610 600 620 642 497  1 1 0 0 0 0 0 0 0 
4.037 2 1 2 0 4.943848 6.072998 72.235107 0.2529 0.0655 0.2145 0.0197 0.2269 -0.0450 -1.007950 -0.008726 0.9101 0 4.1800 0  468 551 602 586 605 612 620 506  1 1 0 0 0 0 0 0 0 
4.057 2 1 2 0 5.828857 1.281738 77.331543 0.2736 0.0743 0.2538 0.0956 0.2285 -0.0477 -1.028679 -0.010300 0.9101 0 4.1800 0  464 510 600 600 601 623 638 510  1 1 0 0 0 0 0 0 0 
4.077 2 1 2 0 5.859375 12.329102 75.988770 0.2526 0.0533 0.2080 0.0261 0.2298 -0.0498 -1.054591 -0.013958 0.9101 0 4.1800 0  452 506 594 576 603 612 624 508  1 1 0 0 0 0 0 0 0 
4.097 2 1 2 0 6.774902 8.972168 78.948975 0.2715 0.0529 0.2522 0.0631 0.2312 -0.0524 -1.083093 -0.016000 0.9101 0 4.1800 0  453 510 597 588 611 617 619 517  1 1 0 0 0 0 0 0 0 
4.117 2 1 2 0 6.317139 12.115479 79.528809 0.2601 0.0475 0.2522 0.0502 0.2324 -0.0547 -1.111596 -0.020164 0.9101 0 4.1800 0  456 467 574 583 582 611 624 525  1 1 0 0 0 0 0 0 0 
4.137 2 1 2 0 5.737305 6.744385 85.174561 0.2677 0.0501 0.2217 0.0333 0.2335 -0.0571 -1.140098 -0.022359 0.9101 0 4.1800 0  456 492 581 588 588 606 634 560  1 1 0 0 0 0 0 0 0 
4.157 2 1 2 0 7.507324 2.990723 89.874268 0.2826 0.0590 0.2711 0.0125 0.2346 -0.0595 -1.173783 -0.023878 0.9101 0 4.1800 0  446 501 603 580 580 621 643 538  1 1 0 0 0 0 0 0 0 
4.177 2 1 2 0 6.927490 19.775391 84.136963 0.2501 0.0322 0.2623 0.0667 0.2358 -0.0625 -1.199694 -0.027008 0.9101 0 4.1800 0  447 510 592 577 583 613 658 577  1 1 0 0 0 0 0 0 0 
4.197 2 1 2 0 5.706787 11.047363 84.777832 0.2458 0.0294 0.2478 0.0153 0.2366 -0.0647 -1.230788 -0.032042 0.9101 0 4.1800 0  438 509 603 571 586 623 670 620  1 1 0 0 0 0 0 0 0 
4.217 2 1 2 0 4.791260 3.997803 84.930420 0.2460 0.0322 0.2434 0.0120 0.2374 -0.0672 -1.259290 -0.034254 0.9101 0 4.1800 0  437 505 572 568 583 609 694 629  1 1 0 0 0 0 0 0 0 
4.237 2 1 2 0 4.882812 4.486084 86.486816 0.2367 0.0285 0.2390 0.0233 0.2382 -0.0697 -1.287793 -0.035261 0.9101 0 4.1800 0  440 507 573 566 590 624 723 659  1 1 0 0 0 0 0 0 0 
4.257 2 1 2 0 5.737305 5.645752 89.019775 0.2220 0.0163 0.2100 0.0104 0.2389 -0.0720 -1.318886 -0.035960 0.9101 0 4.1800 0  432 509 564 570 596 664 751 689  1 1 0 0 0 0 0 0 0 
4.277 2 1 2 0 5.432129 4.577637 86.395264 0.2061 0.0134 0.2068 0.0068 0.2393 -0.0740 -1.344797 -0.037145 0.9101 0 4.1800 0  444 507 572 578 600 644 793 711  1 1 0 0 0 0 0 0 0 
4.297 2 1 2 0 4.150391 3.021240 82.000732 0.1873 0.0105 0.1928 0.0048 0.2398 -0.0759 -1.370709 -0.037508 1.6341 1 4.1800 0  444 510 584 561 611 682 829 752  1 1 0 0 0 0 0 18 0 
4.317 2 1 2 0 3.051758 -3.570557 74.707031 0.1764 0.0142 0.1767 0.0040 0.2401 -0.0777 -1.394029 -0.036571 1.5595 1 4.1800 0  479 516 583 611 627 716 883 788  1 1 0 0 0 0 0 20 0 
4.337 2 1 2 0 2.563477 -6.439209 66.680908 0.1628 0.0146 0.1598 0.0032 0.2404 -0.0795 -1.417349 -0.034176 1.3870 1 4.1800 0  440 523 597 595 646 752 940 811  1 1 0 0 0 0 0 20 0 
4.357 2 1 2 0 2.960205 -12.207031 59.539795 0.1621 0.0233 0.1562 0.0028 0.2406 -0.0811 -1.438078 -0.030020 1.3679 1 4.1800 0  470 532 615 617 660 792 977 835  1 1 0 0 0 0 0 20 0 
4.377 2 1 2 0 3.234863 -14.923096 54.260254 0.1644 0.0300 0.1514 0.0024 0.2408 -0.0825 -1.456216 -0.024709 1.3151 1 4.1800 0  478 548 619 619 689 822 1000 851  1 1 0 0 0 0 0 20 0 
4.397 2 1 2 0 3.509521 -18.432617 48.217773 0.1835 0.0427 0.1751 0.0020 0.2410 -0.0841 -1.476945 -0.018195 1.1927 1 4.1800 0  474 545 637 641 698 861 1053 874  1 1 0 0 0 0 0 20 0 
4.417 2 1 2 0 4.241943 -10.009766 47.882080 0.1842 0.0434 0.1598 0.0020 0.2411 -0.0859 -1.495083 -0.012829 1.1227 1 4.1800 0  486 578 651 650 742 890 1070 882  1 1 0 0 0 0 0 20 0 
4.437 2 1 2 0 4.821777 -2.410889 52.124023 0.1738 0.0395 0.1378 0.0185 0.2412 -0.0877 -1.513221 -0.010196 1.0474 1 4.1800 0  499 589 660 671 758 927 1115 900  1 1 0 0 0 0 0 20 0 
4.457 2 1 2 0 5.279541 -6.347656 55.206299 0.1826 0.0499 0.1502 0.0177 0.2413 -0.0893 -1.533950 -0.008032 0.9472 1 4.1800 0  506 585 676 692 779 957 1149 902  1 1 0 0 0 0 0 20 0 
4.477 2 1 2 0 4.821777 0.610352 52.062988 0.1847 0.0405 0.1699 0.0137 0.2414 -0.0911 -1.552088 -0.005289 0.7555 1 4.1800 0  509 619 698 705 832 1009 1170 913  1 1 0 0 0 0 0 20 0 
4.497 2 1 2 0 5.523682 -2.258301 60.485840 0.1869 0.0455 0.1554 0.0125 0.2414 -0.0929 -1.570226 -0.005088 0.6978 1 4.1800 0  515 610 716 736 833 1049 1190 920  1 1 0 0 0 0 0 20 0 
4.517 2 1 2 0 5.401611 -2.380371 56.243896 0.1979 0.0416 0.1868 0.0361 0.2413 -0.0949 -1.590955 -0.004045 0.5002 1 4.1800 0  526 618 726 765 903 1078 1205 937  1 1 0 0 0 0 0 20 0 
4.537 2 1 2 0 5.462646 -4.516602 64.331055 0.2079 0.0584 0.1691 0.0129 0.2413 -0.0965 -1.611684 -0.003129 0.3788 1 4.1800 0  538 632 767 813 939 1140 1217 923  1 1 0 0 0 0 0 20 0 
4.557 2 1 2 0 4.547119 5.828857 55.969238 0.1980 0.0345 0.1884 0.0422 0.2412 -0.0987 -1.629822 -0.003926 0.0687 1 4.1800 0  555 654 783 862 996 1134 1220 929  1 1 0 0 0 0 0 20 0 
4.577 2 1 2 0 5.279541 1.464844 60.241699 0.2100 0.0465 0.1783 0.0141 0.2410 -0.1009 -1.653142 -0.004326 -0.2780 1 4.1800 0  547 663 845 906 1054 1173 1221 925  1 1 0 0 0 0 0 20 0 
4.597 2 1 2 0 5.798340 -0.030518 60.516357 0.2209 0.0594 0.2181 0.0281 0.2409 -0.1029 -1.673871 -0.004733 -0.5917 1 4.1800 0  556 692 862 958 1096 1159 1221 926  1 1 0 0 0 0 0 20 0 
4.617 2 1 2 0 5.798340 -0.274658 70.312500 0.2305 0.0635 0.1912 0.0153 0.2406 -0.1051 -1.697192 -0.004632 -0.6273 1 4.1800 0  627 734 924 1002 1120 1208 1217 914  1 1 0 0 0 0 0 20 0 
4.637 2 1 2 0 5.584717 1.800537 69.671631 0.2361 0.0574 0.2241 0.0205 0.2403 -0.1073 -1.720512 -0.006177 -1.2396 1 4.1800 0  632 801 1000 1070 1138 1183 1200 897  1 1 0 0 0 0 0 20 0 
4.657 2 1 2 0 6.774902 2.502441 77.331543 0.2485 0.0597 0.1976 0.0707 0.2399 -0.1099 -1.743832 -0.006200 -1.4740 1 4.1800 0  696 848 1081 1103 1146 1193 1194 882  1 1 0 0 0 0 0 20 0 
4.677 2 1 2 0 5.157471 10.162354 70.526123 0.2355 0.0410 0.2374 0.0193 0.2395 -0.1121 -1.772334 -0.010756 -1.5316 1 3.1446 1  747 901 1091 1139 1141 1167 1153 847  1 1 0 0 0 0 0 20 16 
4.697 2 1 2 0 6.408691 8.941650 78.277588 0.2348 0.0443 0.2446 0.0104 0.2389 -0.1144 -1.798246 -0.014043 -1.7846 1 2.2527 1  787 936 1111 1116 1135 1145 1118 809  1 1 0 0 0 0 1 20 20 
4.717 2 1 2 0 6.072998 11.016846 74.066162 0.2338 0.0353 0.2113 0.0374 0.2383 -0.1171 -1.824157 -0.015371 -2.4167 1 2.0412 1  812 973 1119 1118 1125 1128 1096 768  1 1 0 0 0 0 1 20 20 
4.737 2 1 2 0 6.164551 3.967285 80.688477 0.2391 0.0427 0.2293 0.0129 0.2377 -0.1193 -1.852660 -0.018738 -4.1800 0 1.6712 1  858 974 1112 1119 1108 1092 1024 719  1 1 0 0 0 0 0 16 20 
4.757 2 1 2 0 5.676270 2.990723 87.310791 0.2441 0.0454 0.2217 0.0092 0.2370 -0.1216 -1.878571 -0.019461 -4.1800 0 1.5865 1  860 973 1105 1087 1064 1050 955 667  1 1 0 0 0 0 0 0 20 
4.777 2 1 2 0 5.340576 5.249023 83.557129 0.2431 0.0424 0.2418 0.0241 0.2362 -0.1240 -1.907073 -0.020745 -4.1800 0 1.2040 1  852 995 1089 1063 1041 985 899 628  1 1 0 0 0 0 0 0 20 
4.797 2 1 2 0 6.134033 4.669189 89.752197 0.2460 0.0467 0.2510 0.0329 0.2353 -0.1263 -1.938167 -0.022189 -4.1800 0 1.0237 1  839 942 1065 1029 986 913 834 591  1 1 0 0 0 0 0 0 20 
4.817 2 1 2 0 6.225586 2.502441 82.550049 0.2510 0.0417 0.2333 -0.0169 0.2345 -0.1284 -1.971852 -0.023197 -4.1800 0 0.5094 1  830 925 1030 976 914 849 787 570  1 1 0 0 0 0 0 0 20 
4.837 2 1 2 0 6.866455 3.570557 88.256836 0.2439 0.0493 0.2333 0.0301 0.2335 -0.1306 -1.997763 -0.024608 -4.1800 0 0.1390 1  806 859 975 906 848 787 745 548  1 1 0 0 0 0 0 0 20 
4.857 2 1 2 0 7.568359 6.683350 83.953857 0.2326 0.0354 0.1900 0.0149 0.2326 -0.1326 -2.026265 -0.025537 -4.1800 0 -0.2621 1  764 812 891 827 766 739 718 528  1 1 0 0 0 0 0 0 20 
4.877 2 1 2 0 6.378174 -0.823975 82.702637 0.2461 0.0496 0.2418 0.0257 0.2316 -0.1345 -2.054768 -0.025936 -4.1800 0 -0.4838 0  702 767 810 760 711 707 697 529  1 1 0 0 0 0 0 0 0 
4.897 2 1 2 0 5.493164 4.394531 79.101562 0.2284 0.0419 0.2048 -0.0474 0.2305 -0.1365 -2.083270 -0.026723 -4.1800 0 -0.4838 0  655 697 720 703 669 651 686 490  1 1 0 0 0 0 0 0 0 
4.917 2 1 2 0 5.249023 3.204346 74.249268 0.2273 0.0349 0.2374 0.0217 0.2293 -0.1386 -2.109182 -0.027529 -4.1800 0 -0.4838 0  591 634 672 657 656 666 672 514  1 1 0 0 0 0 0 0 0 
4.937 2 1 2 0 5.096436 2.532959 80.108643 0.2149 0.0345 0.1968 -0.0161 0.2284 -0.1401 -2.137684 -0.027945 -4.1800 0 -0.4838 0  535 593 670 636 646 656 668 507  1 1 0 0 0 0 0 0 0 
4.957 2 1 2 0 4.852295 1.281738 73.272705 0.2138 0.0314 0.1876 0.0201 0.2271 -0.1421 -2.163595 -0.027009 -4.1800 0 -0.4838 0  498 566 635 621 629 666 664 505  1 1 0 0 0 0 0 0 0 
4.977 2 1 2 0 5.035400 1.831055 75.469971 0.2004 0.0321 0.1928 -0.0120 0.2261 -0.1434 -2.189507 -0.027261 -4.1800 0 -0.4838 0  459 547 613 612 622 660 661 502  1 1 0 0 0 0 0 0 0 
4.997 2 1 2 0 4.638672 -2.716064 67.565918 0.2053 0.0325 0.1956 0.0285 0.2248 -0.1452 -2.212827 -0.025561 -4.1800 0 -0.4838 0  492 537 611 613 618 650 655 499  1 1 0 0 0 0 0 0 0 
5.017 2 1 2 0 8.422852 -5.432129 63.232422 0.2001 0.0429 0.1799 0.0120 0.2239 -0.1465 -2.233556 -0.023857 -4.1800 0 -0.4838 0  461 537 610 611 613 633 658 500  1 1 0 0 0 0 0 0 0 
5.037 2 1 2 0 5.645752 -4.882812 58.563232 0.1951 0.0465 0.1743 0.0072 0.2227 -0.1479 -2.256876 -0.021082 -4.1800 0 -0.4838 0  481 536 615 609 643 672 685 514  1 1 0 0 0 0 0 0 0 
5.057 2 1 2 0 4.943848 3.204346 55.267334 0.1631 0.0265 0.1490 0.0068 0.2217 -0.1491 -2.272423 -0.021219 -4.1800 0 -0.4838 0  478 530 608 592 613 635 627 493  1 1 0 0 0 0 0 0 0 
5.077 2 1 2 0 4.119873 -8.697510 55.389404 0.1688 0.0409 0.1562 0.0454 0.2207 -0.1504 -2.293152 -0.019660 -4.1800 0 -0.4838 0  456 523 611 604 609 633 653 504  1 1 0 0 0 0 0 0 0 
5.097 2 1 2 0 4.333496 -7.965088 50.964355 0.1674 0.0346 0.1390 0.0189 0.2197 -0.1514 -2.311290 -0.015882 -4.1800 0 -0.4838 0  464 542 612 608 613 636 652 508  1 1 0 0 0 0 0 0 0 
5.117 2 1 2 0 4.669189 -8.850098 51.971436 0.1646 0.0423 0.1502 0.0096 0.2188 -0.1524 -2.329428 -0.013188 -4.1800 0 -0.4838 0  465 559 610 604 631 635 644 519  1 1 0 0 0 0 0 0 0 
5.137 2 1 2 0 3.540039 -10.559082 48.034668 0.1632 0.0445 0.1345 0.0092 0.2177 -0.1536 -2.344975 -0.010464 -4.1800 0 -0.4838 0  479 537 609 607 633 644 651 535  1 1 0 0 0 0 0 0 0 
5.157 2 1 2 0 4.028320 -4.425049 46.997070 0.1552 0.0390 0.1249 0.0092 0.2167 -0.1546 -2.363113 -0.007671 -4.1800 0 -0.4838 0  474 531 617 615 626 642 659 529  1 1 0 0 0 0 0 0 0 
5.177 2 1 2 0 3.906250 -2.807617 48.339844 0.1490 0.0402 0.1197 0.0068 0.2158 -0.1554 -2.378659 -0.005870 -4.1800 0 -0.4838 0  480 514 625 620 616 647 675 500  1 1 0 0 0 0 0 0 0 
5.197 2 1 2 0 3.570557 -4.211426 40.740967 0.1546 0.0357 0.1422 0.0060 0.2145 -0.1567 -2.396797 -0.003741 -4.1800 0 -0.4838 0  482 548 622 614 627 654 668 520  1 1 0 0 0 0 0 0 0 
5.217 2 1 2 0 4.486084 -3.875732 43.395996 0.1566 0.0402 0.1333 0.0153 0.2134 -0.1576 -2.409753 -0.001463 -4.1800 0 -0.4838 0  488 540 626 625 625 658 675 516  1 1 0 0 0 0 0 0 0 
5.237 2 1 2 0 3.997803 -6.622314 45.776367 0.1580 0.0436 0.1201 0.0161 0.2122 -0.1587 -2.425300 -0.000074 -4.1800 0 -0.4838 0  487 557 607 626 630 656 676 519  1 1 0 0 0 0 0 0 0 
5.257 2 1 2 0 4.302979 -11.291504 43.151855 0.1761 0.0549 0.1498 0.0161 0.2112 -0.1596 -2.443438 0.002655 -4.1800 0 -0.4838 0  483 557 625 632 636 646 680 525  1 1 0 0 0 0 0 0 0 
5.277 2 1 2 0 4.577637 -6.286621 50.048828 0.1751 0.0544 0.1382 0.0157 0.2101 -0.1605 -2.456393 0.004420 -4.1800 0 -0.4838 0  493 570 609 633 648 635 679 524  1 1 0 0 0 0 0 0 0 
5.297 2 1 2 0 1.556396 -2.471924 58.074951 0.1726 0.0501 0.1462 0.0108 0.2090 -0.1614 -2.474531 0.004707 -4.1800 0 -0.4838 0  512 561 654 632 645 658 687 536  1 1 0 0 0 0 0 0 0 
5.317 2 1 2 0 5.004883 -3.448486 59.204102 0.1923 0.0558 0.1623 0.0088 0.2074 -0.1626 -2.495260 0.005954 -4.1800 0 -0.4838 0  504 570 631 631 648 687 693 539  1 1 0 0 0 0 0 0 0 
5.337 2 1 2 0 5.706787 -2.136230 60.791016 0.2045 0.0582 0.1731 0.0088 0.2061 -0.1635 -2.515990 0.006474 -4.1800 0 -0.4838 0  504 571 646 643 648 670 695 548  1 1 0 0 0 0 0 0 0 
5.357 2 1 2 0 6.469727 -1.159668 60.302734 0.2259 0.0654 0.2068 0.0084 0.2043 -0.1648 -2.539310 0.007042 -4.1800 0 -0.4838 0  500 572 648 634 653 692 702 540  1 1 0 0 0 0 0 0 0 
5.377 2 1 2 0 5.920410 6.744385 59.478760 0.2237 0.0609 0.2253 0.0209 0.2026 -0.1659 -2.560039 0.004979 -4.1800 0 -0.4838 0  485 577 638 612 649 666 675 540  1 1 0 0 0 0 0 0 0 
5.397 2 1 2 0 6.805420 1.434326 61.187744 0.2383 0.0637 0.2217 0.0297 0.2008 -0.1671 -2.583359 0.002266 -4.1800 0 -0.4838 0  493 568 639 645 646 665 674 534  1 1 0 0 0 0 0 0 0 
5.417 2 1 2 0 7.385254 18.005371 60.638428 0.2103 0.0397 0.1743 0.0570 0.1987 -0.1684 -2.604088 -0.001019 -4.1800 0 -0.4838 0  489 566 638 640 639 662 710 530  1 1 0 0 0 0 0 0 0 
5.437 2 1 2 0 6.469727 5.065918 64.147949 0.2351 0.0555 0.2036 0.0173 0.1966 -0.1696 -2.629999 -0.004347 -4.1800 0 -0.4838 0  492 563 633 617 634 655 663 530  1 1 0 0 0 0 0 0 0 
5.457 2 1 2 0 7.690430 8.422852 70.861816 0.2271 0.0528 0.2036 0.0414 0.1945 -0.1707 -2.650728 -0.007328 -4.1800 0 -0.4838 0  480 550 629 602 624 652 661 518  1 1 0 0 0 0 0 0 0 
5.477 2 1 2 0 7.965088 6.317139 76.934814 0.2369 0.0545 0.2080 0.0426 0.1927 -0.1717 -2.676640 -0.009004 -4.1800 0 -0.4838 0  474 555 618 622 618 645 663 519  1 1 0 0 0 0 0 0 0 
5.497 2 1 2 0 6.744385 8.453369 81.634521 0.2316 0.0521 0.2205 0.0225 0.1906 -0.1727 -2.702551 -0.011504 -4.1800 0 -0.4838 0  461 536 614 600 627 643 655 512  1 1 0 0 0 0 0 0 0 
5.517 2 1 2 0 7.232666 6.225586 84.381104 0.2397 0.0501 0.2113 0.0104 0.1886 -0.1736 -2.731054 -0.012763 -4.1800 0 -0.4838 0  460 527 610 598 616 636 663 525  1 1 0 0 0 0 0 0 0 
5.537 2 1 2 0 4.333496 9.582520 81.512451 0.2251 0.0348 0.2265 0.0068 0.1867 -0.1744 -2.756965 -0.016954 -4.1800 0 -0.4838 0  465 538 604 587 591 642 650 515  1 1 0 0 0 0 0 0 0 
5.557 2 1 2 0 5.981445 2.166748 82.000732 0.2393 0.0437 0.2402 0.0052 0.1843 -0.1754 -2.785467 -0.018233 -4.1800 0 -0.4838 0  457 537 575 579 588 631 650 492  1 1 0 0 0 0 0 0 0 
5.577 2 1 2 0 5.798340 8.483887 78.796387 0.2187 0.0272 0.2193 0.0052 0.1822 -0.1761 -2.813970 -0.021011 -4.1800 0 -0.4838 0  467 528 593 572 599 626 642 502  1 1 0 0 0 0 0 0 0 
5.597 2 1 2 0 7.019043 3.814697 81.939697 0.2171 0.0285 0.1743 0.0052 0.1803 -0.1767 -2.839881 -0.022098 -4.1800 0 -0.4838 0  469 522 580 571 592 618 646 468  1 1 0 0 0 0 0 0 0 
5.617 2 1 2 0 6.469727 1.800537 77.941895 0.2189 0.0304 0.2169 0.0052 0.1782 -0.1773 -2.868384 -0.022879 -4.1800 0 -0.4838 0  464 522 558 560 595 619 641 482  1 1 0 0 0 0 0 0 0 
5.637 2 1 2 0 6.530762 3.112793 75.744629 0.2077 0.0323 0.1920 0.0044 0.1762 -0.1779 -2.894295 -0.023389 -4.1800 0 -0.4838 0  472 516 562 564 596 620 635 481  1 1 0 0 0 0 0 0 0 
5.657 2 1 2 0 5.584717 -1.068115 71.899414 0.2137 0.0331 0.2080 0.0036 0.1741 -0.1784 -2.917615 -0.022839 -4.1800 0 -0.4838 0  457 512 568 573 596 615 638 490  1 1 0 0 0 0 0 0 0 
5.677 2 1 2 0 4.913330 5.157471 71.411133 0.1869 0.0234 0.1691 0.0036 0.1723 -0.1788 -2.940935 -0.023946 -4.1800 0 -0.4838 0  463 505 580 571 595 638 632 481  1 1 0 0 0 0 0 0 0 
5.697 2 1 2 0 4.394531 -2.990723 69.335938 0.1980 0.0304 0.2133 0.0036 0.1703 -0.1791 -2.966847 -0.023097 -4.1800 0 -0.4838 0  461 505 567 579 598 637 636 483  1 1 0 0 0 0 0 0 0 
5.717 2 1 2 0 4.516602 -0.091553 66.436768 0.1829 0.0215 0.1691 0.0036 0.1686 -0.1794 -2.990167 -0.022263 -4.1800 0 -0.4838 0  486 501 574 589 600 634 642 484  1 1 0 0 0 0 0 0 0 
5.737 2 1 2 0 3.784180 -6.195068 62.103271 0.1914 0.0309 0.1743 0.0036 0.1668 -0.1797 -3.013487 -0.020211 -4.1800 0 -0.4838 0  452 517 578 567 605 620 618 484  1 1 0 0 0 0 0 0 0 
5.757 2 1 2 0 3.784180 -3.845215 62.896729 0.1841 0.0310 0.1892 0.0036 0.1652 -0.1799 -3.034216 -0.018915 -4.1800 0 -0.4838 0  468 505 576 580 601 622 629 479  1 1 0 0 0 0 0 0 0 
5.777 2 1 2 0 4.852295 -6.835938 61.737061 0.1844 0.0412 0.1876 0.0032 0.1634 -0.1800 -3.057536 -0.017173 -4.1800 0 -0.4838 0  442 518 583 610 601 629 646 482  1 1 0 0 0 0 0 0 0 
5.797 2 1 2 0 3.753662 -2.502441 55.389404 0.1709 0.0346 0.1550 0.0028 0.1618 -0.1802 -3.078265 -0.015796 -4.1800 0 -0.4838 0  423 510 588 588 615 645 652 481  1 1 0 0 0 0 0 0 0 
5.817 2 1 2 0 3.509521 -0.427246 52.612305 0.1591 0.0277 0.1378 0.0024 0.1602 -0.1802 -3.093812 -0.014363 -4.1800 0 -0.4838 0  450 522 582 598 602 635 631 479  1 1 0 0 0 0 0 0 0 
5.837 2 1 2 0 3.906250 -9.735107 48.889160 0.1729 0.0425 0.1518 0.0120 0.1584 -0.1803 -3.111950 -0.011959 -4.1800 0 -0.4838 0  448 486 587 594 612 635 658 481  1 1 0 0 0 0 0 0 0 
5.857 2 1 2 0 3.875732 -8.758545 48.004150 0.1711 0.0410 0.1490 0.0120 0.1570 -0.1803 -3.130088 -0.009361 -4.1800 0 -0.4838 0  453 486 588 602 599 636 652 492  1 1 0 0 0 0 0 0 0 
5.877 2 1 2 0 4.272461 -10.650635 46.356201 0.1777 0.0554 0.1566 0.0096 0.1553 -0.1803 3.137550 -0.006244 -4.1800 0 -0.4838 0  444 530 598 607 665 643 651 535  1 1 0 0 0 0 0 0 0 
5.897 2 1 2 0 4.119873 -10.009766 41.839600 0.1802 0.0575 0.1434 0.0193 0.1537 -0.1803 3.122004 -0.003609 -4.1800 0 -0.4838 0  441 506 599 607 640 641 647 508  1 1 0 0 0 0 0 0 0 
5.917 2 1 2 0 3.967285 -8.026123 44.250488 0.1756 0.0590 0.1349 0.0193 0.1525 -0.1803 3.106457 -0.001937 -4.1800 0 -0.4838 0  443 512 599 603 623 657 654 480  1 1 0 0 0 0 0 0 0 
5.937 2 1 2 0 4.119873 -5.157471 45.989990 0.1814 0.0556 0.1490 0.0149 0.1507 -0.1802 3.088319 0.000737 -4.1800 0 -0.4838 0  442 520 611 609 638 653 657 486  1 1 0 0 0 0 0 0 0 
5.957 2 1 2 0 5.584717 0.701904 48.858643 0.1778 0.0541 0.1265 0.0213 0.1491 -0.1801 3.072772 0.002219 -4.1800 0 -0.4838 0  441 515 613 620 652 622 660 527  1 1 0 0 0 0 0 0 0 
5.977 2 1 2 0 4.364014 4.119873 46.936035 0.1790 0.0492 0.1486 0.0333 0.1473 -0.1800 3.059816 0.002680 -4.1800 0 -0.4838 0  447 516 600 618 630 641 663 513  1 1 0 0 0 0 0 0 0 
5.997 2 1 2 0 4.302979 -5.310059 50.903320 0.2069 0.0615 0.1699 0.0181 0.1453 -0.1798 3.039087 0.003622 -4.1800 0 -0.4838 0  446 526 599 622 639 678 660 512  1 1 0 0 0 0 0 0 0 
6.017 2 1 2 0 5.615234 8.850098 50.048828 0.1821 0.0414 0.1458 0.0245 0.1435 -0.1796 3.020949 0.001907 -4.1800 0 -0.4838 0  446 538 631 615 643 669 660 507  1 1 0 0 0 0 0 0 0 
6.037 2 1 2 0 5.584717 -2.166748 53.222656 0.2061 0.0596 0.1731 0.0606 0.1415 -0.1793 3.005403 0.001645 -4.1800 0 -0.4838 0  471 549 636 623 640 682 661 505  1 1 0 0 0 0 0 0 0 
6.057 2 1 2 0 5.401611 -1.037598 58.502197 0.2105 0.0620 0.1671 0.0213 0.1395 -0.1790 2.984674 0.001397 -4.1800 0 -0.4838 0  454 545 638 616 647 636 669 506  1 1 0 0 0 0 0 0 0 
6.077 2 1 2 0 7.171631 -2.655029 65.460205 0.2239 0.0735 0.1892 0.0687 0.1376 -0.1787 2.969127 0.001630 -4.1800 0 -0.4838 0  465 559 632 639 648 671 665 508  1 1 0 0 0 0 0 0 0 
6.097 2 1 2 0 5.279541 2.258301 56.152344 0.2235 0.0611 0.1823 0.0177 0.1356 -0.1783 2.943215 0.000202 -4.1800 0 -0.4838 0  484 553 635 624 648 656 678 508  1 1 0 0 0 0 0 0 0 
6.117 2 1 2 0 5.828857 8.819580 57.159424 0.2188 0.0543 0.1968 0.0522 0.1332 -0.1778 2.927669 -0.001484 -4.1800 0 -0.4838 0  459 548 633 620 644 655 643 500  1 1 0 0 0 0 0 0 0 
6.137 2 1 2 0 5.493164 5.157471 58.837891 0.2292 0.0547 0.2036 0.0241 0.1309 -0.1773 2.901757 -0.003875 -4.1800 0 -0.4838 0  489 555 636 653 643 649 663 502  1 1 0 0 0 0 0 0 0 
6.157 2 1 2 0 6.805420 0.915527 66.680908 0.2406 0.0641 0.2241 0.0398 0.1287 -0.1768 2.883619 -0.005535 -4.1800 0 -0.4838 0  462 549 645 660 641 648 664 506  1 1 0 0 0 0 0 0 0 
6.177 2 1 2 0 7.385254 4.852295 77.514648 0.2426 0.0642 0.1928 0.0193 0.1264 -0.1761 2.857708 -0.006247 -4.1800 0 -0.4838 0  475 534 645 631 666 651 653 520  1 1 0 0 0 0 0 0 0 
6.197 2 1 2 0 6.408691 7.598877 69.335938 0.2395 0.0510 0.2193 0.0229 0.1241 -0.1754 2.831797 -0.009689 -4.1800 0 -0.4838 0  481 522 638 633 628 643 648 529  1 1 0 0 0 0 0 0 0 
