%% logfile from robot Silke (54)
% Silke (54)
%  1    time 2.017 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: 0.671387 -0.305176 12.146
%  9 10 Motor velocity ref left, right: 0.0242 0.0174
% 11 12 Wheel velocity [m/s] left, right: 0.0257 -0.0177
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: -0.0180718 -0.000191476 -0.00518225 -0.00867923
% 17 .. 37 Edge sensor: left 0.976893 0, right 4.180000 0, values 614 678 779 760 740 730 725 550, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
6.217 2 1 2 0 6.713867 9.094238 80.902100 0.2365 0.0509 0.2125 0.0803 0.1216 -0.1746 2.808476 -0.012495 -4.1800 0 -0.4838 0  473 541 634 617 624 641 652 513  1 1 0 0 0 0 0 0 0 
6.237 2 1 2 0 4.913330 9.429932 69.610596 0.2296 0.0351 0.2281 0.0221 0.1194 -0.1738 2.782565 -0.016376 -4.1800 0 -0.4838 0  465 543 624 609 612 635 649 540  1 1 0 0 0 0 0 0 0 
6.257 2 1 2 0 6.225586 8.209229 77.117920 0.2154 0.0309 0.1839 0.0197 0.1173 -0.1730 2.759245 -0.019627 -4.1800 0 -0.4838 0  461 555 618 598 591 631 646 494  1 1 0 0 0 0 0 0 0 
6.277 2 1 2 0 5.798340 1.068115 76.721191 0.2312 0.0376 0.2217 0.0169 0.1153 -0.1721 2.730742 -0.020065 -4.1800 0 -0.4838 0  461 530 608 595 606 636 656 527  1 1 0 0 0 0 0 0 0 
6.297 2 1 2 0 5.584717 2.410889 81.359863 0.2194 0.0378 0.2088 0.0088 0.1135 -0.1713 2.704831 -0.021492 -4.1800 0 -0.4838 0  454 532 580 592 612 632 658 517  1 1 0 0 0 0 0 0 0 
6.317 2 1 2 0 5.584717 3.173828 75.225830 0.2211 0.0296 0.2193 0.0060 0.1115 -0.1703 2.676329 -0.021533 -4.1800 0 -0.4838 0  452 522 585 594 616 621 658 522  1 1 0 0 0 0 0 0 0 
6.337 2 1 2 0 5.096436 1.831055 78.582764 0.2123 0.0289 0.2193 0.0044 0.1097 -0.1694 2.650417 -0.022917 -4.1800 0 -0.4838 0  444 514 606 591 614 631 658 509  1 1 0 0 0 0 0 0 0 
6.357 2 1 2 0 4.913330 4.211426 74.768066 0.2034 0.0239 0.2133 0.0036 0.1079 -0.1684 2.624506 -0.023121 -4.1800 0 -0.4838 0  434 512 580 594 616 658 652 502  1 1 0 0 0 0 0 0 0 
6.377 2 1 2 0 4.730225 0.793457 74.615479 0.1964 0.0286 0.2113 0.0032 0.1062 -0.1674 2.598595 -0.023656 -4.1800 0 -0.4838 0  449 510 596 597 619 640 650 493  1 1 0 0 0 0 0 0 0 
6.397 2 1 2 0 5.126953 -1.678467 65.887451 0.1943 0.0284 0.1928 0.0024 0.1047 -0.1665 2.575274 -0.022496 -4.1800 0 -0.4838 0  429 516 595 605 613 642 647 490  1 1 0 0 0 0 0 0 0 
6.417 2 1 2 0 5.493164 -4.394531 65.460205 0.1882 0.0303 0.1868 0.0024 0.1031 -0.1655 2.551954 -0.021706 -4.1800 0 -0.4838 0  444 514 602 607 619 638 625 481  1 1 0 0 0 0 0 0 0 
6.437 2 1 2 0 5.340576 -4.821777 60.760498 0.1821 0.0297 0.1611 0.0020 0.1018 -0.1646 2.531225 -0.019872 -4.1800 0 -0.4838 0  460 533 612 600 622 626 611 468  1 1 0 0 0 0 0 0 0 
6.457 2 1 2 0 5.676270 -3.906250 60.974121 0.1694 0.0290 0.1337 0.0016 0.1005 -0.1636 2.510496 -0.018387 -4.1800 0 -0.4838 0  486 535 617 632 617 621 601 464  1 1 0 0 0 0 0 0 0 
6.477 2 1 2 0 4.730225 -7.659912 55.206299 0.1720 0.0377 0.1538 0.0016 0.0994 -0.1628 2.492358 -0.016044 -4.1800 0 -0.4838 0  461 516 623 589 619 613 596 467  1 1 0 0 0 0 0 0 0 
6.497 2 1 2 0 4.699707 -6.286621 53.894043 0.1687 0.0344 0.1506 0.0016 0.0981 -0.1618 2.471629 -0.013440 -4.1800 0 -0.4838 0  488 563 630 610 622 611 586 468  1 1 0 0 0 0 0 0 0 
6.517 2 1 2 0 4.547119 -7.995605 55.084229 0.1667 0.0444 0.1514 0.0012 0.0970 -0.1609 2.453491 -0.011188 -4.1800 0 -0.4838 0  489 584 638 642 636 597 607 476  1 1 0 0 0 0 0 0 0 
6.537 2 1 2 0 4.791260 -7.385254 51.635742 0.1685 0.0416 0.1454 0.0012 0.0959 -0.1600 2.435353 -0.008400 -4.1800 0 -0.4838 0  497 548 643 629 599 590 589 470  1 1 0 0 0 0 0 0 0 
6.557 2 1 2 0 4.943848 -5.737305 53.924561 0.1628 0.0440 0.1249 0.0012 0.0949 -0.1591 2.417215 -0.006462 -4.1800 0 -0.4838 0  515 565 641 630 616 577 602 485  1 1 0 0 0 0 0 0 0 
6.577 2 1 2 0 4.455566 -6.988525 54.779053 0.1685 0.0394 0.1357 0.0012 0.0937 -0.1580 2.401669 -0.004406 -4.1800 0 -0.4838 0  509 544 650 634 601 586 610 498  1 1 0 0 0 0 0 0 0 
6.597 2 1 2 0 4.882812 -5.615234 55.236816 0.1756 0.0497 0.1442 0.0012 0.0925 -0.1569 2.380939 -0.001986 -4.1800 0 -0.4838 0  508 558 657 625 606 593 618 513  1 1 0 0 0 0 0 0 0 
6.617 2 1 2 0 5.493164 -3.417969 56.671143 0.1779 0.0466 0.1498 0.0012 0.0914 -0.1558 2.360210 -0.000510 -4.1800 0 -0.4838 0  512 577 662 619 569 589 634 493  1 1 0 0 0 0 0 0 0 
6.637 2 1 2 0 5.767822 -5.187988 56.365967 0.1935 0.0510 0.1723 0.0012 0.0902 -0.1547 2.339481 0.001129 -4.1800 0 -0.4838 0  510 581 648 609 575 620 646 504  1 1 0 0 0 0 0 0 0 
6.657 2 1 2 0 5.554199 -0.122070 63.903809 0.1888 0.0515 0.1434 0.0012 0.0893 -0.1536 2.321343 0.001440 -4.1800 0 -0.4838 0  520 578 640 607 608 562 639 545  1 1 0 0 0 0 0 0 0 
6.677 2 1 2 0 5.676270 2.166748 63.720703 0.1967 0.0474 0.1791 0.0012 0.0880 -0.1523 2.298023 0.001494 -4.1800 0 -0.4838 0  523 585 611 601 597 623 684 557  1 1 0 0 0 0 0 0 0 
6.697 2 1 2 0 5.187988 2.807617 64.636230 0.2025 0.0452 0.1550 0.0028 0.0867 -0.1508 2.277294 0.001099 -4.1800 0 -0.4838 0  535 590 635 602 617 650 704 550  1 1 0 0 0 0 0 0 0 
6.717 2 1 2 0 5.828857 3.082275 67.382812 0.2113 0.0488 0.1968 0.0028 0.0856 -0.1494 2.253974 -0.000251 -4.1800 0 -0.4838 0  536 584 642 619 629 656 720 547  1 1 0 0 0 0 0 0 0 
6.737 2 1 2 0 6.042480 6.988525 67.108154 0.2155 0.0447 0.1956 0.0108 0.0842 -0.1477 2.230654 -0.001372 -4.1800 0 -0.4838 0  537 601 650 611 647 704 732 555  1 1 0 0 0 0 0 0 0 
6.757 2 1 2 0 5.889893 1.983643 68.359375 0.2282 0.0554 0.2181 0.0108 0.0830 -0.1461 2.204742 -0.003432 -4.1800 0 -0.4838 0  558 613 660 621 660 719 702 548  1 1 0 0 0 0 0 0 0 
6.777 2 1 2 0 7.324219 10.070801 72.204590 0.2161 0.0373 0.1892 0.0141 0.0817 -0.1443 2.181422 -0.005755 -4.1800 0 -0.4838 0  551 622 683 659 670 710 738 540  1 1 0 0 0 0 0 0 0 
6.797 2 1 2 0 5.859375 3.692627 76.629639 0.2260 0.0482 0.2036 0.0116 0.0805 -0.1425 2.158102 -0.007878 -4.1800 0 -0.4838 0  557 631 692 657 688 722 715 540  1 1 0 0 0 0 0 0 0 
6.817 2 1 2 0 6.164551 14.160156 72.265625 0.2024 0.0225 0.1847 0.0116 0.0793 -0.1406 2.129600 -0.011522 -4.1800 0 -0.4838 0  547 620 687 654 689 725 718 529  1 1 0 0 0 0 0 0 0 
6.837 2 1 2 0 6.561279 1.678467 73.028564 0.2238 0.0412 0.2181 0.0096 0.0781 -0.1387 2.106279 -0.012962 -4.1800 0 -0.4838 0  560 613 679 687 703 726 729 529  1 1 0 0 0 0 0 0 0 
6.857 2 1 2 0 6.408691 13.336182 70.678711 0.2025 0.0279 0.1928 0.0293 0.0770 -0.1368 2.082959 -0.014223 -4.1800 0 -0.4838 0  542 622 682 672 709 720 728 530  1 1 0 0 0 0 0 0 0 
6.877 2 1 2 0 5.126953 2.899170 68.511963 0.2115 0.0344 0.2068 0.0137 0.0759 -0.1349 2.059639 -0.016429 -4.1800 0 -0.4838 0  556 613 689 677 704 712 722 539  1 1 0 0 0 0 0 0 0 
6.897 2 1 2 0 6.744385 0.610352 70.129395 0.2119 0.0411 0.1900 0.0137 0.0751 -0.1333 2.036319 -0.016527 -4.1800 0 -0.4838 0  556 594 698 689 707 708 704 537  1 1 0 0 0 0 0 0 0 
6.917 2 1 2 0 5.706787 -4.058838 67.626953 0.2221 0.0488 0.2125 0.0096 0.0742 -0.1314 2.010407 -0.015735 -4.1800 0 -0.4838 0  562 610 700 694 676 706 719 513  1 1 0 0 0 0 0 0 0 
6.937 2 1 2 0 7.171631 2.319336 70.068359 0.2086 0.0452 0.1868 0.0064 0.0735 -0.1298 1.987087 -0.015655 -4.1800 0 -0.4838 0  553 619 709 689 691 709 721 547  1 1 0 0 0 0 0 0 0 
6.957 2 1 2 0 5.889893 2.014160 64.514160 0.2055 0.0422 0.1868 0.0052 0.0726 -0.1278 1.963767 -0.015652 -4.1800 0 -0.4838 0  548 600 696 683 707 714 729 547  1 1 0 0 0 0 0 0 0 
6.977 2 1 2 0 5.859375 3.631592 64.331055 0.1943 0.0352 0.1542 0.0052 0.0720 -0.1263 1.943038 -0.015896 -4.1800 0 -0.4838 0  546 618 697 683 689 720 738 560  1 1 0 0 0 0 0 0 0 
6.997 2 1 2 0 5.340576 -1.037598 65.368652 0.1977 0.0423 0.1791 0.0052 0.0714 -0.1246 1.919718 -0.015617 -4.1800 0 -0.4838 0  548 607 704 689 693 736 746 558  1 1 0 0 0 0 0 0 0 
7.017 2 1 2 0 5.554199 0.885010 67.047119 0.1925 0.0364 0.1611 0.0052 0.0708 -0.1229 1.896398 -0.015049 -4.1800 0 -0.4838 0  548 612 690 691 708 720 754 553  1 1 0 0 0 0 0 0 0 
7.037 2 1 2 0 4.455566 -2.716064 64.453125 0.1977 0.0461 0.1868 0.0052 0.0702 -0.1210 1.875669 -0.014179 -4.1800 0 -0.4838 0  562 621 696 695 721 742 766 582  1 1 0 0 0 0 0 0 0 
7.057 2 1 2 0 4.547119 -3.753662 62.957764 0.2044 0.0447 0.1940 0.0052 0.0696 -0.1192 1.852348 -0.012570 -4.1800 0 -0.4838 0  545 629 709 710 728 742 780 585  1 1 0 0 0 0 0 0 0 
7.077 2 1 2 0 5.828857 -2.777100 65.734863 0.1979 0.0483 0.1791 0.0052 0.0692 -0.1177 1.831619 -0.011905 -4.1800 0 -0.4838 0  573 643 738 722 743 758 783 590  1 1 0 0 0 0 0 0 0 
7.097 2 1 2 0 5.432129 -4.821777 60.668945 0.2052 0.0475 0.1856 0.0052 0.0688 -0.1159 1.808299 -0.010561 -4.1800 0 -0.4838 0  589 648 743 734 755 747 792 605  1 1 0 0 0 0 0 0 0 
7.117 2 1 2 0 6.439209 0.488281 65.948486 0.1940 0.0432 0.1679 0.0044 0.0684 -0.1144 1.787570 -0.010167 -4.1800 0 -0.4838 0  579 660 752 726 755 763 787 601  1 1 0 0 0 0 0 0 0 
7.137 2 1 2 0 5.889893 -3.631592 62.530518 0.2057 0.0473 0.1940 0.0036 0.0680 -0.1126 1.764250 -0.009263 -4.1800 0 -0.4838 0  620 671 768 757 766 787 800 614  1 1 0 0 0 0 0 0 0 
7.157 2 1 2 0 6.622314 0.030518 65.429688 0.1996 0.0486 0.1643 0.0028 0.0677 -0.1108 1.740930 -0.008786 -4.1800 0 -0.4838 0  596 676 765 772 768 783 808 609  1 1 0 0 0 0 0 0 0 
7.177 2 1 2 0 6.317139 1.007080 62.255859 0.2000 0.0432 0.1807 0.0024 0.0674 -0.1090 1.717609 -0.008660 -4.1800 0 -0.4838 0  617 675 777 781 765 787 818 603  1 1 0 0 0 0 0 0 0 
7.197 2 1 2 0 6.683350 3.814697 62.744141 0.1946 0.0408 0.1578 0.0024 0.0672 -0.1071 1.696880 -0.008683 -4.1800 0 -0.4838 0  589 678 768 748 757 787 804 603  1 1 0 0 0 0 0 0 0 
7.217 2 1 2 0 5.828857 2.777100 59.814453 0.1898 0.0402 0.1743 0.0024 0.0670 -0.1055 1.676151 -0.009792 -4.1800 0 -0.4838 0  586 649 764 750 769 782 801 604  1 1 0 0 0 0 0 0 0 
7.237 2 1 2 0 5.187988 0.061035 62.774658 0.1921 0.0385 0.1566 0.0133 0.0668 -0.1035 1.655422 -0.009727 -4.1800 0 -0.4838 0  605 651 754 745 746 768 781 605  1 1 0 0 0 0 0 0 0 
7.257 2 1 2 0 6.042480 2.746582 63.995361 0.1891 0.0419 0.1920 0.0100 0.0667 -0.1019 1.634693 -0.009511 -4.1800 0 -0.4838 0  592 670 746 741 748 769 786 618  1 1 0 0 0 0 0 0 0 
7.277 2 1 2 0 4.913330 -4.608154 59.814453 0.1994 0.0468 0.1856 0.0064 0.0666 -0.1001 1.611373 -0.009299 -4.1800 0 -0.4838 0  588 658 744 733 762 764 783 601  1 1 0 0 0 0 0 0 0 
7.297 2 1 2 0 5.737305 1.281738 58.929443 0.1841 0.0416 0.1791 0.0060 0.0665 -0.0983 1.593235 -0.009810 -4.1800 0 -0.4838 0  585 664 741 732 743 771 777 582  1 1 0 0 0 0 0 0 0 
7.317 2 1 2 0 5.187988 -0.976562 57.800293 0.1835 0.0379 0.1823 0.0112 0.0665 -0.0964 1.575097 -0.009999 -4.1800 0 -0.4838 0  569 648 741 727 761 768 777 597  1 1 0 0 0 0 0 0 0 
7.337 2 1 2 0 4.638672 -4.760742 58.593750 0.1855 0.0389 0.1550 0.0112 0.0665 -0.0948 1.554368 -0.009292 -4.1800 0 -0.4838 0  571 644 734 729 734 764 776 587  1 1 0 0 0 0 0 0 0 
7.357 2 1 2 0 6.286621 -4.699707 60.882568 0.1858 0.0429 0.1735 0.0096 0.0665 -0.0932 1.533639 -0.008348 -4.1800 0 -0.4838 0  570 640 722 731 757 773 776 587  1 1 0 0 0 0 0 0 0 
7.377 2 1 2 0 5.401611 -3.570557 57.403564 0.1863 0.0382 0.1542 0.0064 0.0666 -0.0914 1.510319 -0.007078 -4.1800 0 -0.4838 0  566 646 756 732 748 774 777 577  1 1 0 0 0 0 0 0 0 
7.397 2 1 2 0 5.767822 2.593994 54.809570 0.1752 0.0372 0.1807 0.0052 0.0667 -0.0896 1.492181 -0.006997 -4.1800 0 -0.4838 0  561 632 734 729 743 757 777 583  1 1 0 0 0 0 0 0 0 
7.417 2 1 2 0 5.310059 -4.333496 52.246094 0.1826 0.0470 0.1831 0.0052 0.0669 -0.0880 1.471452 -0.006783 -4.1800 0 -0.4838 0  568 643 743 722 739 768 768 582  1 1 0 0 0 0 0 0 0 
7.437 2 1 2 0 5.310059 -1.922607 54.534912 0.1734 0.0398 0.1550 0.0137 0.0671 -0.0864 1.455905 -0.006555 -4.1800 0 -0.4838 0  557 639 732 724 734 719 766 582  1 1 0 0 0 0 0 0 0 
7.457 2 1 2 0 5.096436 -8.361816 58.807373 0.1885 0.0544 0.1759 0.0100 0.0673 -0.0848 1.435176 -0.004855 -4.1800 0 -0.4838 0  556 634 731 710 735 769 758 577  1 1 0 0 0 0 0 0 0 
7.477 2 1 2 0 5.218506 -3.540039 57.128906 0.1847 0.0469 0.1578 0.0064 0.0675 -0.0832 1.414447 -0.003632 -4.1800 0 -0.4838 0  555 637 731 719 737 758 751 576  1 1 0 0 0 0 0 0 0 
7.497 2 1 2 0 5.737305 -3.082275 58.197021 0.1884 0.0518 0.1715 0.0064 0.0678 -0.0815 1.396309 -0.002813 -4.1800 0 -0.4838 0  530 637 722 728 736 751 771 579  1 1 0 0 0 0 0 0 0 
7.517 2 1 2 0 5.462646 -7.263184 55.145264 0.2074 0.0608 0.1900 0.0064 0.0681 -0.0799 1.375580 -0.001055 -4.1800 0 -0.4838 0  560 641 728 715 726 750 734 574  1 1 0 0 0 0 0 0 0 
7.537 2 1 2 0 6.927490 -3.143311 60.089111 0.2044 0.0611 0.1831 0.0064 0.0684 -0.0783 1.354851 -0.000814 -4.1800 0 -0.4838 0  565 634 720 697 733 746 780 575  1 1 0 0 0 0 0 0 0 
7.557 2 1 2 0 6.439209 -2.746582 59.753418 0.2096 0.0628 0.1900 0.0048 0.0688 -0.0765 1.331531 -0.000982 -4.1800 0 -0.4838 0  564 628 721 730 729 747 750 573  1 1 0 0 0 0 0 0 0 
7.577 2 1 2 0 6.164551 4.333496 62.927246 0.2001 0.0492 0.1759 0.0044 0.0693 -0.0746 1.310802 -0.002034 -4.1800 0 -0.4838 0  557 648 719 725 733 743 763 571  1 1 0 0 0 0 0 0 0 
7.597 2 1 2 0 5.340576 1.800537 62.957764 0.2047 0.0462 0.1996 0.0044 0.0698 -0.0729 1.287481 -0.003719 -4.1800 0 -0.4838 0  564 582 716 705 716 739 745 550  1 1 0 0 0 0 0 0 0 
7.617 2 1 2 0 6.256104 4.272461 67.230225 0.2020 0.0426 0.1767 0.0088 0.0704 -0.0709 1.266752 -0.004667 -4.1800 0 -0.4838 0  561 635 719 705 716 736 734 543  1 1 0 0 0 0 0 0 0 
7.637 2 1 2 0 5.767822 1.861572 70.159912 0.2057 0.0477 0.1912 0.0088 0.0709 -0.0692 1.243432 -0.005896 -4.1800 0 -0.4838 0  573 594 724 710 721 735 741 583  1 1 0 0 0 0 0 0 0 
7.657 2 1 2 0 6.408691 3.448486 71.746826 0.2059 0.0497 0.1731 0.0080 0.0715 -0.0675 1.220112 -0.006388 -4.1800 0 -0.4838 0  572 654 718 708 730 732 730 565  1 1 0 0 0 0 0 0 0 
7.677 2 1 2 0 6.469727 3.540039 73.150635 0.2071 0.0455 0.2068 0.0056 0.0723 -0.0656 1.194201 -0.007811 -4.1800 0 -0.4838 0  566 637 722 711 705 734 728 551  1 1 0 0 0 0 0 0 0 
7.697 2 1 2 0 6.011963 4.791260 71.289062 0.2052 0.0395 0.1751 0.0044 0.0729 -0.0640 1.170880 -0.008538 -4.1800 0 -0.4838 0  589 631 716 717 745 724 721 544  1 1 0 0 0 0 0 0 0 
7.717 2 1 2 0 7.110596 3.784180 73.455811 0.2079 0.0416 0.1996 0.0036 0.0737 -0.0621 1.144969 -0.009562 -4.1800 0 -0.4838 0  573 652 754 713 715 715 718 517  1 1 0 0 0 0 0 0 0 
7.737 2 1 2 0 7.476807 6.591797 71.960449 0.2046 0.0327 0.1847 0.0028 0.0745 -0.0605 1.121649 -0.010306 -4.1800 0 -0.4838 0  590 657 750 714 719 716 717 552  1 1 0 0 0 0 0 0 0 
7.757 2 1 2 0 6.225586 3.448486 72.875977 0.2055 0.0416 0.1868 0.0024 0.0754 -0.0587 1.095737 -0.011433 -4.1800 0 -0.4838 0  604 655 733 717 721 719 718 542  1 1 0 0 0 0 0 0 0 
7.777 2 1 2 0 5.920410 4.241943 71.685791 0.2078 0.0353 0.1976 0.0020 0.0762 -0.0571 1.072417 -0.011919 -4.1800 0 -0.4838 0  590 658 738 719 718 722 723 547  1 1 0 0 0 0 0 0 0 
7.797 2 1 2 0 5.981445 3.509521 73.486328 0.2001 0.0394 0.1839 0.0020 0.0772 -0.0553 1.046506 -0.013437 -4.1800 0 -0.4838 0  570 662 759 720 717 707 725 548  1 1 0 0 0 0 0 0 0 
7.817 2 1 2 0 5.523682 3.204346 69.274902 0.2034 0.0398 0.1856 0.0016 0.0782 -0.0538 1.023186 -0.013246 -4.1800 0 -0.4838 0  625 669 737 740 727 716 730 553  1 1 0 0 0 0 0 0 0 
7.837 2 1 2 0 6.500244 5.706787 74.371338 0.1885 0.0329 0.1687 0.0016 0.0791 -0.0523 0.999866 -0.014774 -4.1800 0 -0.4838 0  587 671 753 713 730 710 732 552  1 1 0 0 0 0 0 0 0 
7.857 2 1 2 0 4.821777 -0.427246 64.361572 0.2018 0.0370 0.1856 0.0016 0.0802 -0.0506 0.973954 -0.013927 -4.1800 0 -0.4838 0  587 672 757 728 732 726 729 553  1 1 0 0 0 0 0 0 0 
7.877 2 1 2 0 5.126953 -0.732422 69.396973 0.1901 0.0408 0.1554 0.0012 0.0811 -0.0493 0.953225 -0.014664 -4.1800 0 -0.4838 0  608 677 760 751 732 730 746 547  1 1 0 0 0 0 0 0 0 
7.897 2 1 2 0 5.096436 -2.532959 63.049316 0.1988 0.0367 0.1799 0.0012 0.0823 -0.0476 0.927314 -0.013440 -4.1800 0 -0.4838 0  601 683 765 744 738 736 705 556  1 1 0 0 0 0 0 0 0 
7.917 2 1 2 0 5.340576 -0.854492 64.788818 0.1941 0.0455 0.1988 0.0012 0.0833 -0.0464 0.906585 -0.013190 -4.1800 0 -0.4838 0  606 670 775 741 748 741 743 557  1 1 0 0 0 0 0 0 0 
7.937 2 1 2 0 4.669189 -4.638672 61.431885 0.2016 0.0450 0.2028 0.0012 0.0844 -0.0450 0.883265 -0.012108 -4.1800 0 -0.4838 0  597 691 776 752 738 744 758 558  1 1 0 0 0 0 0 0 0 
7.957 2 1 2 0 5.340576 -4.608154 61.676025 0.1997 0.0491 0.1831 0.0008 0.0856 -0.0436 0.859944 -0.011140 -4.1800 0 -0.4838 0  596 687 786 753 744 756 755 570  1 1 0 0 0 0 0 0 0 
7.977 2 1 2 0 6.347656 -6.195068 59.570312 0.2025 0.0514 0.1823 0.0008 0.0867 -0.0424 0.839215 -0.009947 -4.1800 0 -0.4838 0  604 671 790 756 748 755 752 567  1 1 0 0 0 0 0 0 0 
7.997 2 1 2 0 6.042480 -3.967285 59.051514 0.1992 0.0501 0.1518 0.0008 0.0877 -0.0412 0.818486 -0.008473 -4.1800 0 -0.4838 0  619 712 778 768 761 757 768 578  1 1 0 0 0 0 0 0 0 
8.017 2 1 2 0 5.187988 -0.457764 57.800293 0.1921 0.0475 0.1659 0.0008 0.0888 -0.0400 0.797757 -0.008167 -4.1800 0 -0.4838 0  614 723 800 767 783 756 768 603  1 1 0 0 0 0 0 0 0 
8.037 2 1 2 0 5.767822 3.051758 54.901123 0.1883 0.0358 0.1518 0.0008 0.0903 -0.0386 0.777028 -0.007366 -4.1800 0 -0.4838 0  614 692 783 766 751 765 776 595  1 1 0 0 0 0 0 0 0 
8.057 2 1 2 0 5.004883 6.072998 52.185059 0.1750 0.0324 0.1458 0.0197 0.0916 -0.0373 0.758890 -0.008095 -4.1800 0 -0.4838 0  614 693 779 766 768 768 790 603  1 1 0 0 0 0 0 0 0 
8.077 2 1 3 0 4.913330 -8.850098 54.199219 0.1936 0.0781 0.1751 0.0153 0.0929 -0.0361 0.740752 -0.007004 -4.1800 0 -0.4838 0  616 696 808 767 767 784 802 636  1 1 0 0 0 0 0 0 0 
8.097 2 1 3 0 3.509521 8.026123 42.480469 0.1403 0.0548 0.1289 0.0277 0.0941 -0.0350 0.725205 -0.008374 -4.1800 0 -0.4838 0  619 698 796 769 773 798 812 646  1 1 0 0 0 0 0 0 0 
8.117 2 1 3 0 1.251221 -1.281738 31.158447 0.1419 0.0834 0.1434 0.0394 0.0954 -0.0338 0.712250 -0.007141 -4.1800 0 -0.4838 0  610 703 795 777 778 823 838 666  1 1 0 0 0 0 0 0 0 
8.137 2 1 3 0 2.838135 -8.270264 30.639648 0.1483 0.1134 0.1337 0.0707 0.0968 -0.0327 0.704476 -0.004203 -4.1800 0 -0.4838 0  606 706 785 787 790 790 865 681  1 1 0 0 0 0 0 0 0 
8.157 2 1 3 0 2.136230 -0.915527 16.479492 0.1170 0.1095 0.1064 0.1076 0.0980 -0.0316 0.699294 -0.003140 -4.1800 0 -0.4838 0  637 718 810 803 801 813 896 714  1 1 0 0 0 0 0 0 0 
8.177 2 1 3 0 0.762939 -6.561279 7.568359 0.1020 0.1174 0.0687 0.0996 0.0993 -0.0306 0.699294 -0.002587 -4.1800 0 -0.4838 0  593 714 823 780 814 857 918 750  1 1 0 0 0 0 0 0 0 
8.197 2 1 4 0 -0.915527 -10.681152 -3.112793 0.1184 0.1317 0.0767 0.1020 0.1007 -0.0294 0.696703 0.001170 1.7393 1 4.1800 0  665 729 839 815 835 883 944 785  1 1 0 0 0 0 0 15 0 
8.217 2 1 4 0 -0.701904 -7.965088 -9.124756 0.1347 0.1080 0.1064 0.1084 0.1019 -0.0284 0.696703 0.004297 1.4856 1 4.1800 0  642 742 847 816 851 912 995 820  1 1 0 0 0 0 0 20 0 
8.237 2 1 4 0 0.640869 -8.972168 -0.366211 0.1319 0.0793 0.0859 0.0614 0.1030 -0.0275 0.694112 0.006000 1.3706 1 4.1800 0  652 744 856 857 879 944 1067 860  1 1 0 0 0 0 0 20 0 
8.257 2 1 4 0 2.655029 -11.444092 11.657715 0.1375 0.0649 0.0996 0.0502 0.1042 -0.0265 0.694112 0.009110 1.2661 1 4.1800 0  659 754 865 853 904 982 1081 881  1 1 0 0 0 0 0 20 0 
8.277 2 1 4 0 2.990723 -18.310547 19.317627 0.1550 0.0624 0.0988 0.0189 0.1050 -0.0259 0.681156 0.013160 1.1581 1 4.1800 0  685 765 882 898 925 1028 1120 913  1 1 0 0 0 0 0 20 0 
8.297 2 1 4 0 5.554199 -20.202637 35.064697 0.1857 0.0811 0.1153 0.0751 0.1061 -0.0250 0.673383 0.018816 0.8429 1 4.1800 0  678 782 905 925 969 1075 1178 927  1 1 0 0 0 0 0 20 0 
8.317 2 1 4 0 4.425049 -4.608154 38.391113 0.1892 0.1057 0.1233 0.0430 0.1077 -0.0237 0.663018 0.023874 0.3208 1 4.1800 0  692 755 926 945 1031 1107 1208 982  1 1 0 0 0 0 0 20 0 
8.337 2 1 4 0 5.584717 4.913330 33.325195 0.1738 0.1302 0.1502 0.0506 0.1092 -0.0225 0.652654 0.023301 0.0797 1 4.1800 0  692 839 940 977 1068 1151 1248 980  1 1 0 0 0 0 0 20 0 
8.357 2 1 4 0 2.380371 9.643555 16.571045 0.1640 0.1604 0.1679 0.1000 0.1113 -0.0209 0.644880 0.021955 -0.3711 1 4.1800 0  700 809 983 1022 1097 1189 1268 976  1 1 0 0 0 0 0 20 0 
8.377 2 1 4 0 1.129150 6.835938 6.652832 0.1462 0.1826 0.1217 0.1562 0.1133 -0.0195 0.644880 0.018577 -0.9563 1 4.1800 0  716 841 1037 1065 1124 1216 1273 966  1 1 0 0 0 0 0 20 0 
8.397 2 1 4 0 -0.793457 10.742188 -6.805420 0.1157 0.1921 0.0908 0.1518 0.1153 -0.0179 0.647471 0.015000 -1.3255 1 4.1800 0  740 887 1081 1103 1167 1231 1276 974  1 1 0 0 0 0 0 20 0 
8.417 2 1 4 0 -3.662109 9.582520 -22.857666 0.0993 0.2083 0.1088 0.1574 0.1174 -0.0163 0.655245 0.012048 -1.4622 1 4.1800 0  765 918 1106 1136 1191 1255 1278 977  1 1 0 0 0 0 0 20 0 
8.437 2 1 4 0 -7.873535 10.040283 -35.430908 0.0922 0.2212 0.0735 0.1884 0.1195 -0.0147 0.668200 0.009754 -1.7045 1 4.1800 0  790 949 1146 1157 1200 1247 1273 973  1 1 0 0 0 0 1 20 0 
